ID;GOLD;TEXT
ID-256 ;positive;15   INT.
ID-257 ;positive;WOULD-BE TED TURNER OFFICE                             15  A FELLOW STUDENT PLAYING TED TURNER with obvious fake mustache is locked into an episode of Matlock on his television set as our bold reporter, Chris, barges in.
ID-258 ;positive;CHRIS Ted!
ID-259 ;positive;We've got a monster in the vault.
ID-260 ;positive;It represents all the corruption, the deceit, and greed within us all.
ID-261 ;positive;I must slay it.
ID-262 ;positive;14.
ID-263 ;positive;TED TURNER/STUDENT (worst acting we've ever seen) McCandless, how many times have I had to tell you?
ID-264 ;positive;I've had to tell you that you are a journalist and you can't get personally involved in your cases...or your stories.
ID-265 ;positive;CHRIS Ted!
ID-266 ;positive;I know how to kill it.
ID-267 ;positive;And I'm the only one who knows.
ID-268 ;positive;You can't keep sending me on stories and expecting me to do nothing!
ID-269 ;positive;I look like some kind of an idiot.
ID-270 ;positive;TED TURNER/STUDENT Do you know who you're talking to?
ID-271 ;positive;I'm Ted Turner.
ID-272 ;positive;Behind Chris in the corridor outside Ted's office, a PANICKED STUDENT arrives at the door.
ID-273 ;positive;PANICKED STUDENT McCandless!
ID-274 ;positive;You've got to hurry!
ID-275 ;positive;The monster is scratching at the hatchway.
ID-276 ;positive;He'll be out in no time.
ID-277 ;positive;TED TURNER/STUDENT (threatening) It'll mean your job, Chris McCandless.
ID-278 ;positive;CHRIS (to Ted) That's it, Ted.
ID-279 ;positive;Fire me if you want but this beast must be slayed.
ID-280 ;positive;Microphone in hand, Chris makes haste.
ID-281 ;positive;The CAMERA RUNS WITH HIM out the door, through the corridor, up a set of steps to the hatchway.
ID-282 ;positive;As he arrives, the monster appears above him in the hatchway crawl space having pulled off the board Chris had nailed.
ID-283 ;positive;CHRIS (CONT'D) (into camera) This is the only thing that can kill the monster.
ID-284 ;positive;It's gonna be risky but without great risk, there is no freedom.
ID-285 ;positive;So we will now hear from the famous singer - Chris McCandless.
ID-286 ;positive;15.
ID-287 ;positive;A piano is PUSHED INTO FRAME beside Chris.
ID-288 ;positive;A YOUNG BLACK STUDENT pulls a stool in front of the piano and begins to play.
ID-289 ;positive;Chris begins to serenade the monster, intermittently sharing the serenade directly into camera as well.
ID-290 ;positive;He bursts into an uninhibited solo of Tender Is The Night.
ID-291 ;positive;CAMERA TILTS UP to the monster looking out the hatchway, slowly dying from the song being sung.
ID-292 ;positive;As the song continues to be sung and the monster continues to die, the AUDIO RECEDES and VIDEO IMAGES GO TO SLO MO.
ID-293 ;positive;CARINE (V.O.)
ID-294 ;positive;When we were little, Chris was very to himself.
ID-295 ;positive;He wasn't anti-social, he always had friends, and everybody liked him - but he could go off and entertain himself for hours, he didn't seem to need toys or friends.
ID-296 ;positive;He could be alone without being lonely.
ID-297 ;positive;The secrets our parents kept, though unknown to Chris and I, led to bouts of rage and even violence between them that we had been forced to witness since we were very young.
ID-298 ;positive;It seemed like they never fought without us.
ID-299 ;positive;I remember the first family meeting to let Chris and me in on their plans for getting a divorce.
ID-300 ;positive;They wanted us to choose which of them we'd live with.
ID-301 ;positive;I cried my eyes out.
ID-302 ;positive;But the divorce never happened, though the threats and meetings never stopped.
ID-303 ;positive;It wasn't long before Chris and I shut off -- we would tell mom and dad to go ahead and get the divorce.
ID-304 ;positive;Chris and I just wanted to get away from their fights and mom kept promising to get out and take us with her as soon as their company made enough money.
ID-305 ;positive;Dad had been the young genius [that] NASA enlisted to do [crucial] designs for the American satellite radar systems that would be our answer to the Russian Sputnik.
ID-306 ;positive;And mom and he later started up a consulting firm combining her get-up- and-go resourcefulness with his wealth of knowledge.
ID-307 ;positive;By the time the company actually made its first million, the careerism and money seemed to erase her memory of the promise she'd made us.
ID-308 ;positive;(MORE)  16.
ID-309 ;positive;CARINE (V.O.)
ID-310 ;positive;"(CONT'D) I think this is when Chris began to see ""careers"" as a diseased invention of the twentieth century and to resent money and the useless priority people made of it in their lives."
ID-311 ;positive;"He'd begun planning to ""slay the beast""...to make himself free."
ID-312 ;positive;VIDEO IMAGE:  The beast dies.
ID-313 ;positive;FADE OUT.
ID-314 ;positive;CHAPTER 1: BIRTH - FADE IN:   16   INT.
ID-315 ;positive;TENT (IN THE SCRUB BRUSH BESIDE LAKE MEAD) - DAY      16  We see a pile of berries sitting atop a handkerchief.
ID-316 ;positive;Beside them, a survivalist's guide to edible growth.
ID-317 ;positive;POV: THE TOP OF THE TENT - SOFT FOCUS  The glare of the sun penetrating the canvas.
ID-318 ;positive;A fly buzzes and lands, hanging upside down.
ID-319 ;positive;The image is blurry.
ID-320 ;positive;ECU: CHRIS' EYES  Delirious in the heat, we WIDEN OUT to see that he's filthy (2 weeks of growth on his face and naked.)
ID-321 ;positive;He makes his way out of the tent, peers at the relentless sun and scurries to his backpack where he removes a canteen, barely a sip of water left in it.
ID-322 ;positive;He downs it.
ID-323 ;positive;TIME CUT:  17   EXT.
ID-324 ;positive;LAKE MEAD DAY                                         17  The following short vignettes are silent and focused exclusively on Chris:  1.
ID-325 ;positive;Recreational BOATERS on Lake Mead.
ID-326 ;positive;GIRLS in bikinis.
ID-327 ;positive;BOYS on boats eating Kentucky Fried Chicken.
ID-328 ;positive;CUT TO:  2.
ID-329 ;positive;At lake-side, an unusual sight - the NEW Chris McCandless, a sun and dirt-beaten bum with a backpack.
ID-330 ;positive;CUT TO:  17.
ID-331 ;positive;3.
ID-332 ;positive;A family ski-boat has taken Chris on.
ID-333 ;positive;They give him water, dropping him at the north end of the lake at TEMPLE BAR MARINA.
ID-334 ;positive;(Director's Note: HIGH ANGLE, TIGHT, sees Chris and the glimmering water treadmilling below)  CUT TO:  4.
ID-335 ;positive;Chris washes himself in the lake by the marina.
ID-336 ;positive;CUT TO:   18   ESTABLISHING SHOT: CAFE, TEMPLE BAR MARINA                  18  CUT TO:   19   INT.
ID-337 ;positive;MARINA CAFE, UNISEX RESTROOM                           19  Chris brushes his teeth.
ID-338 ;positive;CHRIS (V.O.)
ID-339 ;positive;I need a name.
ID-340 ;positive;He takes a swallow of water.
ID-341 ;positive;Rinses his mouth.
ID-342 ;positive;Spits it out.
ID-343 ;positive;Then checks his bearded face in the mirror.
ID-344 ;positive;He likes what he sees.
ID-345 ;positive;As he wipes the corners of his mouth with a tissue and throws it into the bin below the sink, he notices a discarded tube of lipstick.
ID-346 ;positive;He picks it up.
ID-347 ;positive;It's down to its end.
ID-348 ;positive;Yet with what lipstick remains, he writes on the mirror:  ALEXANDER SUPERTRAMP WAS HERE   JULY 1990 CUT TO:  20   EXT.
ID-349 ;positive;MARINA CAFE (BLDG REAR) - SUNDOWN                      20  Chris is behind the cafe beside a pair of dumpsters.
ID-350 ;positive;He removes the Datsun's license plates from his backpack and discards them deeply into the garbage.
ID-351 ;positive;CUT TO:  17A.
ID-352 ;positive;21   EXT.
ID-353 ;positive;MARINA CAFE (BLDG FRONT) - SUNDOWN                   21  Chris appears from behind the cafe lugging his backpack up the rise from the cafe to the highway and starts thumbing for a ride.
ID-354 ;positive;CUT TO:  18.
ID-355 ;positive;22    INT.
ID-356 ;positive;MCCANDLESS HOME, ANNANDALE                            22  VARIOUS shots to accompany V.O.
ID-357 ;positive;CARINE (V.O.)
ID-358 ;positive;Toward the end of June, Chris had mailed our parents his final grade report.
ID-359 ;positive;Walt and Billie open the envelope.
ID-360 ;positive;CARINE (V.O.)
ID-361 ;positive;(CONT'D) Almost all A's.
ID-362 ;positive;A in Apartheid in South African Society and History of Anthropological Thought
ID-363 ;positive;Clever boy, my brother.
ID-364 ;positive;We observe Carine in a delicate afternoon light.
ID-365 ;positive;She is sitting up on her bed with an unread book, looking out the window toward us.
ID-366 ;positive;CARINE (V.O.)
ID-367 ;positive;(CONT'D) But by the end of July we hadn't heard anything from him and my parents were getting very worried.
ID-368 ;positive;Carine's POV:   Walt with his arm around Billie in the yard.
ID-369 ;positive;CARINE (V.O.)
ID-370 ;positive;(CONT'D) Chris had never had a phone, so they decided to drive down to Atlanta and surprise him.
ID-371 ;positive;CUT TO:  22A   EXT.
ID-372 ;positive;ROAD TO TAHOE                                        22A  Chris, backpack on, walking away from camera.
ID-373 ;positive;CUT TO:   23    EXT.
ID-374 ;positive;HIGHWAY - ATLANTA - DAY (END JULY 1990)               23  We see Walt and Billie's car pass under an Atlanta mileage sign.
ID-655 ;negative;Chris pulls out his pocketknife, cuts the twine that binds the firewood to his body, and takes a seat beside Rainey.
ID-656 ;negative;RAINEY (CONT'D) You're an industrious little fucker, aren't ya... Yeah, it's funny how things happen at particular times.
ID-657 ;negative;I've loved that woman for a lot of years.
ID-658 ;negative;But you know, she's got a...story.
ID-659 ;negative;We've been going through this thing real quietly cause, well...So, after running into you last night, this thing we were going through quietly, she started talking about.
ID-660 ;negative;You know what I mean?
ID-661 ;negative;CHRIS I think so.
ID-662 ;negative;RAINEY You think what?
ID-663 ;negative;Chris is looking off at Jan walking in the distance.
ID-664 ;negative;CHRIS I think she's probably quietly disconnecting.
ID-665 ;negative;It doesn't feel right to her to be close to you if there's a hole of some kind somewhere else.
ID-666 ;negative;RAINEY That's a helluva insight.
ID-667 ;negative;Jesus!...
ID-668 ;negative;You're not Jesus, are you?
ID-669 ;negative;You gonna walk on that water and get her back for me?
ID-670 ;negative;CHRIS Actually, I'm a little afraid of water.
ID-671 ;negative;Rainey gives him a sideways glance.
ID-672 ;negative;CHRIS (CONT'D) It's true.
ID-673 ;negative;But it's something I've got to get over sometime.
ID-674 ;negative;(MORE)  32.
ID-675 ;negative;CHRIS (CONT'D) So, I'll swim in it if you'll carry the firewood back to the campsite.
ID-676 ;negative;RAINEY I'll carry.
ID-677 ;negative;Shit-yes I'll carry.
ID-678 ;negative;And with that, Chris runs down the beach toward Jan. Rainey watches Chris and Jan chat briefly.
ID-679 ;negative;Then they strip down to their underwear and jump into the ocean, splashing and laughing.
ID-680 ;negative;ANGLE: Rainey.
ID-681 ;negative;A warmth comes over him, watching his old lady having some fun.
ID-682 ;negative;He grabs two armfuls of wood and heads to the campsite.
ID-683 ;negative;ANGLE: Chris and Jan swimming in the chilly water, having a ball.
ID-684 ;negative;Jan increasingly indulges herself a motherly closeness and joy with Chris.
ID-685 ;negative;And Chris allows it.
ID-686 ;negative;She pushes the stringy hairs from his eyes, worries when he descends below the surface for too many seconds, and smiles and laughs in tender relief when from below surface one of her toes is pulled on by the big fish Chris.
ID-687 ;negative;As he re- surfaces, she gives him a splash right in the face.
ID-688 ;negative;TIME CUT:   43   EXT.
ID-689 ;negative;CAMPSITE, ORICK BEACH - LATER                          43  Through a burning campfire in the late afternoon, we see the chilly bodies of Chris and Jan carrying their clothes run shivering toward us.
ID-690 ;negative;Rainey sits beside the campfire.
ID-691 ;negative;RAINEY I thought you guys might need a little heat.
ID-692 ;negative;Jan smiles appreciatively.
ID-693 ;negative;JAN (moving to Rainey) That's not hot enough.
ID-694 ;negative;Put your arms around me.
ID-695 ;negative;As they embrace, Chris throws a coat on from his tent, puts on his funny straw hat, and grabs a book.
ID-696 ;negative;Rainey has wrapped a blanket around Jan and they sit beside the fire.
ID-697 ;negative;33.
ID-698 ;negative;CHRIS I'm going to go down the beach a ways and read a little bit.
ID-699 ;negative;I'll bring the rest of that wood back before nightfall.
ID-700 ;negative;RAINEY Alright.
ID-701 ;negative;We might take a run into town to grab some food for tonight.
ID-702 ;negative;CHRIS Sounds good.
ID-703 ;negative;He heads off down the beach.
ID-704 ;negative;44   EXT.
ID-705 ;negative;ORICK BEACH MONTAGE                                   44  MUSIC OVER:  1.
ID-706 ;negative;The ocean moving toward sunset.
ID-707 ;negative;2.
ID-708 ;negative;Seagulls, gliding inches over the water.
ID-709 ;negative;3.
ID-710 ;negative;The breeze on the sea grass.
ID-711 ;negative;4.
ID-712 ;negative;Chris in his big hat reading at water's edge.
ID-713 ;negative;5.
ID-714 ;negative;Jan and Rainey deeply engaged in conversation beside the fire.
ID-715 ;negative;6.
ID-716 ;negative;Chris closing his book, remaining meditative at water's edge.
ID-717 ;negative;7.
ID-718 ;negative;Jan and Rainey in town, buying groceries and being playful with each other.
ID-719 ;negative;8.
ID-720 ;negative;OVER Chris' shoulder, the sun sets and day becomes night.
ID-721 ;negative;CUT TO:   45   EXT.
ID-722 ;negative;CAMPSITE, ORICK BEACH - NIGHT                         45  Jan and Rainey on a blanket sharing a joint.
ID-723 ;negative;Chris lying beside the campfire in his sleeping bag.
ID-724 ;negative;Jan takes a toke, passes the joint to Rainey.
ID-725 ;negative;JAN You know what Alex ought to do, Rainey?
ID-726 ;negative;He ought to come out to the Slabs this winter.
ID-727 ;negative;34.
ID-728 ;negative;RAINEY Oh yeah.
ID-729 ;negative;Rainey takes a toke on the joint.
ID-730 ;negative;RAINEY (CONT'D) You'd like that if you're still on the road.
ID-731 ;negative;Lot of fellow travelers.
ID-732 ;negative;Rainey offers the joint to Chris.
ID-733 ;negative;Chris passes it up with a hand gesture.
ID-734 ;negative;CHRIS What is that?
ID-523;neutral;MCCANDLESS HOME, ANNANDALE (MID-AUGUST 1990)          37  Walt, Billie, and Carine sit around the kitchen table in August.
ID-525;neutral;Billie and Carine sit silently.
ID-526;neutral;Walt's on the phone.
ID-527;neutral;CARINE (V.O.)
ID-528;neutral;If Chris were trying to disappear, it would have been a pretty uncharacteristic lapse for him to give the police his real place of residence.
ID-529;neutral;Though my parents had already contacted the Annandale police with their initial concerns, this ticket arriving from California made them frantic.
ID-530;neutral;(MORE)  26.
ID-531;neutral;CARINE (V.O.)
ID-532;neutral;(CONT'D) My father called one of his old government friends who put him in touch with a private investigator, someone who'd done work with the DIA and the CIA.
ID-533 ;positive;Using the Willow Creek ticket as a starting point, the investigator began chasing down leads.
ID-534 ;positive;Most of them led far afield -- to Europe and South Africa.
ID-535 ;positive;Ultimately turning up nothing.
ID-536 ;positive;What my dad couldn't believe was that he'd given up his car.
ID-537 ;positive;He seemed to love that Datsun so much.
ID-538 ;positive;It sounded just like Chris to me, though.
ID-539 ;positive;He was very much of the school that you should own nothing except what you could carry on your back at a dead run.
ID-540 ;positive;38   EXT.
ID-541 ;positive;"NORTHERN CALIFORNIA HIGHWAY, NEAR ORICK, 60 MILES     38 SOUTH OF THE OREGON LINE - DAY (MID-AUGUST 1990)  With his backpack lunging and a free hand holding his goofy new hat onto his head, we find Chris at a ""dead run"" to catch a ride that had overshot him."
ID-542 ;positive;(Director's note: Don't leave this image too soon.)
ID-543 ;positive;An old van idles waiting for him.
ID-544 ;positive;As he gets to the passenger side, the woman passenger gets out.
ID-545 ;positive;This is JAN BURRES, early 40's, looks to be still on the long road home from Woodstock.
ID-546 ;positive;A little heavyset, dark wavy hair with a lot of premature grey in it.
ID-547 ;positive;Jan moving to the side door.
ID-548 ;positive;JAN Hi.
ID-549 ;positive;We just barely saw you there, under that crazy hat of yours.
ID-550 ;positive;We couldn't back up - the van's reverse is broken.
ID-551 ;positive;CHRIS (as Jan fiddles with side door handle) Oh.
ID-552 ;positive;That's okay.
ID-553 ;positive;Thanks for stopping.
ID-554 ;positive;JAN This door's a little tricky, I'll get it.
ID-555 ;positive;And with a little pulling, it opens.
ID-556 ;positive;Indicating the pony- tailed and bearded driver (RAINEY), early 50's, definitely Woodstock...  JAN (CONT'D) Hop in, that's Rainey.
ID-557 ;positive;27.
ID-558 ;positive;RAINEY Hey, I'm Rainey.
ID-559 ;positive;JAN And I'm Jan.  CHRIS Hey, Rainey.
ID-561 ;positive;I'm Alex.
ID-562 ;positive;RAINEY Alex of the hat.
ID-563 ;positive;CHRIS (closing the side door) Yeah.
ID-564 ;positive;Jan jumps back in passenger seat and the van rolls on.
ID-565 ;positive;39   INT.
ID-566 ;positive;RAINEY & JAN VAN                                      39  3-SHOT - CHRIS BETWEEN THEM IN THE BACKSEAT.
ID-567 ;positive;RAINEY Were you out there a long time hitching?
ID-568 ;positive;CHRIS Couple of days.
ID-569 ;positive;But sometimes I forget to put my thumb out.
ID-570 ;positive;JAN Probably, the rest of the time, that hat scares `em away.
ID-571 ;positive;Chris checks himself in the rearview mirror and gets a kick out of what he sees (That hat's staying on.)
ID-572 ;positive;Jan is looking at the rearview mirror too, observing Chris with mild concern.
ID-573 ;positive;JAN (CONT'D) When's the last time you ate something?
ID-574 ;positive;Chris pulls out a bag of berries and edible plants he's collected.
ID-575 ;positive;CHRIS (excited) See that?
ID-576 ;positive;I've got this book and it shows you all the plants and berries that are edible.
ID-577 ;positive;You can find things wherever you go.
ID-578 ;positive;Jan steals a glance to Rainey.
ID-579 ;positive;He's hip.
ID-580 ;positive;28.
ID-581 ;positive;RAINEY We were just in town getting some beads and stuff.
ID-582 ;positive;Jan does handicrafts, so we're usually going from one swap meet to another.
ID-583 ;positive;She's so good at what she does, we sold everything.
ID-584 ;positive;So, we set up camp at Orick Beach.
ID-585 ;positive;You're welcome to camp there with us.
ID-586 ;positive;JAN And eat there with us.
ID-587 ;positive;Chris is beaming at the thought of real food.
ID-588 ;positive;CUT TO:   40   EXT.
ID-589 ;positive;CAMPSITE, ORICK BEACH - NIGHT                         40  Chris, Jan, and Rainey are beside a campfire, sitting on blankets.
ID-590 ;positive;Their tents loom behind them.
ID-591 ;positive;Jan is weaving some sort of craft art.
ID-592 ;positive;Chris is chomping on chicken and beans like they're going out of style.
ID-593 ;positive;CHRIS (between large swallows) So, I just left the car.
ID-594 ;positive;It was a great car too.
ID-595 ;positive;I'd driven it cross country the first time when I got out of high school.
ID-596 ;positive;I had some really great adventures with it.
ID-597 ;positive;That thing would just go and go.
ID-598 ;positive;I mean, it was an `82 but if I'd kept it, it would've lasted me forever.
ID-599 ;positive;RAINEY So, you're a leather now.
ID-600 ;positive;CHRIS I'm a leather?
ID-601 ;positive;Rainey nods, smiling.
ID-602 ;positive;CHRIS (CONT'D) (looking to Jan) What's a leather?
ID-603 ;positive;JAN You're a leather tramp.
ID-604 ;positive;That's what they call the ones that hoof it on foot.
ID-605 ;positive;So, we're technically rubber tramps.
ID-606 ;positive;29.
ID-607 ;positive;RAINEY (interjecting) As we have a vee-hi-cle.
ID-608 ;positive;Rainey makes a move to put his arm around Jan. She goes a little stiff and fends it off.
ID-609 ;positive;Chris notices.
ID-610 ;positive;JAN Alex could have a vehicle.
ID-611 ;positive;If he didn't burn his money.
ID-612 ;positive;Why would you want to do that?
ID-613 ;positive;CHRIS I don't need money.
ID-614 ;positive;It makes people cautious.
ID-615 ;positive;JAN (a little irritated) Well, you have to be a little cautious Alex.
ID-616 ;positive;That book of yours is all well and fine but you can't depend entirely on leaves and berries.
ID-617 ;positive;CHRIS I don't know if you'd want to depend on much more than that.
ID-618 ;positive;JAN Where's your mom and dad?
ID-619 ;positive;CHRIS Makin' their money somewhere.
ID-620 ;positive;JAN Come on Chris.
ID-621 ;positive;You look like a loved             * kid.
ID-622 ;positive;Be fair.
ID-623 ;positive;* CHRIS Fair?
ID-624 ;positive;JAN You know what I mean.
ID-625 ;positive;"CHRIS I'll paraphrase Thoreau -- ""Rather than          * love, than money, than fairness, give me         * truth."""
ID-626 ;positive;*  RAINEY                              * You look like shit.
ID-627 ;positive;There's the truth.
ID-628 ;positive;*  They all laugh.
ID-629 ;positive;*  30.
ID-630 ;positive;CUT TO:     *   41   INT.
ID-631 ;positive;CHRIS' TENT, ORICK BEACH - LATER                       41  Chris sits up reading, his tent entry flap ajar to let the small candle lantern ventilate.
ID-632 ;positive;OS we HEAR a ZIPPING SOUND.
ID-633 ;positive;It's Rainey.
ID-634 ;positive;We see him from Chris' POV coming out of his tent deep in thought.
ID-635 ;positive;As he moves to the glowing embers of what remains of the campfire, Rainey's face goes out of frame and all Chris can see are his booted feet, tapping bits of glowing wood into the center of the fire.
ID-636 ;positive;The tapping is slow and thoughtful.
ID-637 ;positive;Micro-embers float upward into the night.
ID-638 ;positive;Chris' tent flap closes by his own hand.
ID-639 ;positive;ANGLE: Chris' dog-ears his book and puts out the lantern.
ID-640 ;positive;CUT TO:   42   EXT.
ID-641 ;positive;ORICK BEACH - DAY                                      42  We see Chris foraging for firewood in the bluffs above the beach.
ID-642 ;positive;He's got it tied to his back and his front.
ID-643 ;positive;If we didn't know better, we'd think he was camouflaging himself.
ID-644 ;positive;Chris' POV: The rocks beside the water's edge.
ID-645 ;positive;We see Rainey sitting beside the water, staring out to sea.
ID-646 ;positive;We follow Chris' gaze to Jan, some fifty yards down the beach, walking melancholically in the opposite direction of Rainey.
ID-647 ;positive;ANGLE: Rainey at the water's edge.
ID-648 ;positive;Chris appears beside him.
ID-649 ;positive;RAINEY (regarding Chris wrapped up in wood) Geez.
ID-650 ;positive;If I struck a match to you, I'd have warmth and dinner at the same time.
ID-651 ;positive;31.
ID-652 ;positive;But Rainey's humor does not hide an inner turmoil.
ID-653 ;positive;CHRIS Where's Jan going?
ID-654 ;positive;RAINEY Well, my friend, all is not well on the hippie front.
ID-735 ;positive;The Slabs?
ID-736 ;positive;RAINEY It's down in Niland, California.
ID-737 ;positive;You know where the Salton Sea is?
ID-738 ;positive;CHRIS Near San Diego, yeah?
ID-739 ;positive;RAINEY Well about 200 miles Northeast of there, but yeah.
ID-740 ;positive;Niland's off the east shore of Salton.
ID-741 ;positive;Wild place.
ID-742 ;positive;The navy bulldozed and abandoned a base there.
ID-743 ;positive;All that's left is a grid of concrete foundations.
ID-744 ;positive;They're scattered over about a square mile or so.
ID-745 ;positive;JAN When the weather turns cold across the rest of the country, people show up there by the thousands: snow birds... RAINEY Drifters...  JAN Sundry vagabonds...  RAINEY / JAN Like ourselves.
ID-746 ;positive;JAN Livin' on the cheap under the sun.
ID-747 ;positive;CHRIS You sell your handcrafts there?
ID-748 ;positive;35.
ID-749 ;positive;JAN Oh yeah.
ID-750 ;positive;And a lot of second-hand goods.
ID-751 ;positive;There's a swap meet.
ID-752 ;positive;The people are cool.
ID-753 ;positive;There's even some kids running around sometimes.
ID-754 ;positive;Most everyone there, if they're not avoiding the cold, are at least dodging the IRS.
ID-755 ;positive;RAINEY Or the FBI.
ID-756 ;positive;CIA!
ID-757 ;positive;DDT!!!
ID-758 ;positive;The three of them laugh.
ID-759 ;positive;JAN It's good.
ID-760 ;positive;You should check it out.
ID-761 ;positive;If you come, I'll make a proper hat for you.
ID-762 ;positive;(standing, shaking out her blanket) Well, Alex.
ID-763 ;positive;I'm gonna clean up and the old man and I are gonna get some rest.
ID-764 ;positive;(indicating the sleeping bag) Looks like you got yourself a good bag there.
ID-560 ;positive;Hi Jan.
ID-868;neutral;If something bothered Chris, he'd usually keep it to himself.
ID-869;neutral;And he made me promise to do the same.
ID-870;neutral;(MORE)  40.
ID-871;neutral;CARINE (CONT'D) He never did tell mom and dad that he knew.
ID-872;neutral;But Chris measured himself and those around him by an impossibly rigorous moral code.
ID-873;neutral;He loathed what he considered mom and dad's hypocrisy and resented what they considered guidance.
ID-874;neutral;Chris submitted to dad's authority through college but I knew he raged inwardly the whole time.
ID-875;neutral;It was inevitable that Chris would rebel.
ID-876;neutral;And when he did, he did it with characteristic immoderation.
ID-877;neutral;Walt suddenly collapses to his knees weeping, heartbroken and ashamed on a quiet Annandale street in the shadowless light of dusk.
ID-878;neutral;CARINE (V.O.)
ID-879;neutral;(CONT'D) My father is a brilliant man.
ID-880;neutral;But he had made some terrible mistakes.
ID-881;neutral;And to some extent, it seemed Chris was making him pay an awful price.
ID-882;neutral;The image of Walt DISSOLVES INTO...  BACK TO:   55   EXT.
ID-883;neutral;CUT BANK, MONTANA (SEPTEMBER 10, 1990)                 55   A pick-up truck pulls over for Chris.
ID-884;neutral;As Chris jumps in, we see on the passenger side door, the name WAYNE WESTERBERG boldly painted across it.
ID-885;neutral;Chris hops in beside a hyper kinetic man with thick shoulders and a black goatee.
ID-886;neutral;WAYNE (rolling a cigarette without moving forward with the truck, his knees rattling up and down) How're you doing?
ID-887;neutral;Wayne Westerberg.
ID-888;neutral;CHRIS (shaking hands) Hi Wayne.
ID-889;neutral;Alex McCandless.
ID-890;neutral;WAYNE Seems like every time I come on this road, there's somebody hitching out here who looks as skinny and unfed as you.
ID-891;neutral;Chris nods with a laugh.
ID-892;neutral;Wayne continuing...  41.
ID-893;neutral;WAYNE (CONT'D) Look, I gotta stop in Ethridge to drop something off (know what I mean?)
ID-894;neutral;"Chris is not sure about the ""drop something off"" part."
ID-895;neutral;WAYNE (CONT'D) How `bout you and I grab something to eat down there?
ID-896;neutral;CHRIS Oh, I wouldn't want to burden you.
ID-897;neutral;WAYNE How long has it been since you've had anything to eat?
ID-898;neutral;CHRIS Couple of days.
ID-899;neutral;I kinda ran out of money.
ID-900;neutral;WAYNE Well, there's no choice about it.
ID-901;neutral;I'm gonna get you some dinner.
ID-902;neutral;Wayne lights his cigarette, puts the truck in gear and they head down the road.
ID-903;neutral;As the sun dips behind the horizon we TILT UP off the departing truck to the sky.
ID-904;neutral;Ominously mounting clouds stunningly reflect the red rays of the hidden sun:  CUT TO:  56   EXT.
ID-905;neutral;SUNBURST - NIGHT                                       56 Wayne's truck cuts through a track in a wheat field moving toward a compound of three trailers, one a double- wide, the other two on wheels, smaller.
ID-906;neutral;Beside them, a Wyeth-esque farmhouse.
ID-907;neutral;He eases the engine and comes to a stop in front of the double-wide.
ID-908;neutral;As he and Chris dismount the truck, Wayne gives him a hushing finger across the lips.
ID-909;neutral;They tip-toe up to the door, where Wayne shuffles a bunch of keys.
ID-765 ;positive;CHRIS Yeah...my mother made it from a kit.
ID-766 ;positive;Jan sees an almost imperceptible mother pang in Chris, but he pushes it away quickly.
ID-767 ;positive;CHRIS (CONT'D) I'm gonna sleep out here by the fire.
ID-768 ;positive;I want to read a little bit.
ID-769 ;positive;Jan moves to Chris, hugs him, kisses him on the cheek.
ID-770 ;positive;JAN You're wonderful.
ID-771 ;positive;Don't make me worry about you.
ID-772 ;positive;TIME CUT:   46   EXT.
ID-773 ;positive;CAMPSITE, ORICK BEACH - LATER                          46  The fire is burning low.
ID-774 ;positive;"Chris reads from Thoreau's WALDEN from the chapter on ""Higher Laws"" as we move slowly in toward him, we begin to HEAR quiet sounds of what may be love-making coming from Rainey and Jan's tent."
ID-775 ;positive;A gentle smile comes over Chris' face and in its irony, he looks to the page before him.
ID-776 ;positive;36.
ID-777 ;positive;Chris' sliding fingertip underlines the following passage: Chastity is the flowering of a man
ID-778 ;positive;CUT TO:   47   EXT.
ID-779 ;positive;CAMPSITE, ORICK BEACH - MORNING                       47  Gulls pierce into the grey morning ocean, snapping from schools of fish.
ID-780 ;positive;And the subtle crackling of a campfire's death.
ID-781 ;positive;There on the beach, Jan and Rainey's van, their tent, and the fireless coals of last night.
ID-782 ;positive;But no sign of Chris, his bag or his tent.
ID-783 ;positive;Jan appears from her tent, rubbing her eyes.
ID-784 ;positive;She wears a sarong which she re-secures at the breast, then notices that Chris has left.
ID-785 ;positive;But where his tent had been, the words:  THANK YOU JAN AND RAINEY  are spelled out in the sand with bits of driftwood.
ID-786 ;positive;CU: Jan - We see her sadness.
ID-787 ;positive;Rainey appears at her shoulder.
ID-788 ;positive;He understands what is inside his woman.
ID-789 ;positive;JAN He reminded me...  RAINEY I know.
ID-790 ;positive;Go to WIDE SHOT: Jan and Rainey remaining as they were.
ID-791 ;positive;FOREGROUND: Seagulls GLIDE THROUGH FRAME.
ID-792 ;positive;CHAPTER 2:    ADOLESCENCE DISSOLVE TO:   48   EXT.
ID-793 ;positive;CASCADE RANGE - DAY                                   48  MUSIC OVER: Joe Henry's King's Highway  A SERIES OF SHOTS:  1.
ID-794 ;positive;Chris hitchhiking through the Sage Brush Uplands  2.
ID-795 ;positive;Chris squatting over a water bucket, shaving.
ID-796 ;positive;37.
ID-797 ;positive;3.
ID-798 ;positive;Camping in the lava beds of the Columbia River Basin.
ID-799 ;positive;4.
ID-800 ;positive;Walking across the Idaho Panhandle.
ID-801 ;positive;5.
ID-802 ;positive;Cooking the last of his rice on the Montana border.
