ID	Gold	Pred	Text
ID-510	neutral	neutral	CHRIS I don't have any.
ID-511	neutral	neutral	POLICEMAN You don't have any identification?
ID-512	neutral	negative	"""Chris shakes his head """"No."""""""
ID-513	neutral	positive	POLICEMAN (CONT'D) (pulling out a ticket) Well, I'm gonna site you for unlawful hitchhiking.
ID-514	neutral	neutral	You don't have to appear.
ID-515	neutral	neutral	You can send a check directly to the Humboldt County Clerks Office for restitution.
ID-516	neutral	positive	If you don't pay it within 30 days, you're subject to fine and warrant.
ID-517	neutral	positive	I'm gonna trust that you're gonna give me accurate information.
ID-518	neutral	neutral	What's your name?
ID-519	neutral	neutral	Chris can't bring himself to lie.
ID-520	neutral	neutral	CHRIS (a beat) McCandless.
ID-521	neutral	neutral	Christopher Johnson McCandless.
ID-522	neutral	negative	CUT TO:  37   INT.
ID-524	neutral	neutral	A copy of Chris' ticket has been sent to the Annandale address and sits before them.
ID-238 	positive	neutral	We MOVE INTO CU on the monster growling.
ID-239 	positive	neutral	QUICK PAN back to Chris.
ID-240 	positive	negative	CHRIS (CONT'D) (in mock fright) We've got to get out of here quick and re- secure the hatch while we make a plan of how to kill the beast.
ID-241 	positive	negative	CAMERA SHAKES all over like a bad horror film trying to stay with Chris as he makes a quick escape down the hatchway into the University dorm corridor.
ID-242 	positive	negative	CLUMSY VIDEO TIME CUT: Chris nailing the last nail in the hatchway from below.
ID-243 	positive	neutral	He climbs down the steps where he exchanges his hammer for his microphone from an off- camera source.
ID-244 	positive	positive	CHRIS (CONT'D) Well, it looks like we've succeeded -  We HEAR the monster's GROWL from above.
ID-245 	positive	neutral	13.
ID-246 	positive	neutral	CHRIS (CONT'D) - at least for the moment, in sealing the beast back into the vault.
ID-247 	positive	negative	Your humble reporter, Chris McCandless will now struggle with the journalistic question of ethics: Will he retain his reporter's objectiveness or save the future of human truth by slaying this awful beast?
ID-248 	positive	neutral	He gives us a look of vaudevillian puzzlement - what will he do?
ID-249 	positive	neutral	CONTINUE VIDEO:  We pick up with Chris in a corridor outside a door with a cheap paper-and-tape label announcing the adjacent room as the office of Ted Turner.
ID-250 	positive	neutral	CHRIS (CONT'D) Once again, your humble reporter Chris McCandless.
ID-251 	positive	neutral	We HEAR OS students commenting on Chris and his video crew:  OS STUDENT What is this?
ID-252 	positive	neutral	Filmmaking 101?
ID-253 	positive	neutral	OS STUDENT #2 Point the camera at me.
ID-254 	positive	neutral	I'm a star.
ID-255 	positive	negative	Chris speaking straight to camera, still tongue-in-cheek:  CHRIS (with a Wizard of Oz tone) Pay no attention to the voices behind the curtain.
ID-256 	positive	neutral	15   INT.
ID-257 	positive	positive	WOULD-BE TED TURNER OFFICE                             15  A FELLOW STUDENT PLAYING TED TURNER with obvious fake mustache is locked into an episode of Matlock on his television set as our bold reporter, Chris, barges in.
ID-258 	positive	neutral	CHRIS Ted!
ID-259 	positive	neutral	We've got a monster in the vault.
ID-260 	positive	negative	It represents all the corruption, the deceit, and greed within us all.
ID-261 	positive	neutral	I must slay it.
ID-262 	positive	neutral	14.
ID-263 	positive	negative	TED TURNER/STUDENT (worst acting we've ever seen) McCandless, how many times have I had to tell you?
ID-264 	positive	neutral	I've had to tell you that you are a journalist and you can't get personally involved in your cases...or your stories.
ID-265 	positive	neutral	CHRIS Ted!
ID-266 	positive	negative	I know how to kill it.
ID-267 	positive	neutral	And I'm the only one who knows.
ID-268 	positive	neutral	You can't keep sending me on stories and expecting me to do nothing!
ID-269 	positive	negative	I look like some kind of an idiot.
ID-270 	positive	neutral	TED TURNER/STUDENT Do you know who you're talking to?
ID-271 	positive	neutral	I'm Ted Turner.
ID-272 	positive	negative	Behind Chris in the corridor outside Ted's office, a PANICKED STUDENT arrives at the door.
ID-273 	positive	negative	PANICKED STUDENT McCandless!
ID-274 	positive	neutral	You've got to hurry!
ID-275 	positive	neutral	The monster is scratching at the hatchway.
ID-276 	positive	negative	He'll be out in no time.
ID-277 	positive	negative	TED TURNER/STUDENT (threatening) It'll mean your job, Chris McCandless.
ID-278 	positive	neutral	CHRIS (to Ted) That's it, Ted.
ID-279 	positive	negative	Fire me if you want but this beast must be slayed.
ID-280 	positive	positive	Microphone in hand, Chris makes haste.
ID-281 	positive	neutral	The CAMERA RUNS WITH HIM out the door, through the corridor, up a set of steps to the hatchway.
ID-282 	positive	neutral	As he arrives, the monster appears above him in the hatchway crawl space having pulled off the board Chris had nailed.
ID-283 	positive	negative	CHRIS (CONT'D) (into camera) This is the only thing that can kill the monster.
ID-284 	positive	positive	It's gonna be risky but without great risk, there is no freedom.
ID-285 	positive	neutral	So we will now hear from the famous singer - Chris McCandless.
ID-286 	positive	neutral	15.
ID-287 	positive	neutral	A piano is PUSHED INTO FRAME beside Chris.
ID-288 	positive	positive	A YOUNG BLACK STUDENT pulls a stool in front of the piano and begins to play.
ID-289 	positive	positive	Chris begins to serenade the monster, intermittently sharing the serenade directly into camera as well.
ID-290 	positive	neutral	He bursts into an uninhibited solo of Tender Is The Night.
ID-291 	positive	neutral	CAMERA TILTS UP to the monster looking out the hatchway, slowly dying from the song being sung.
ID-292 	positive	negative	As the song continues to be sung and the monster continues to die, the AUDIO RECEDES and VIDEO IMAGES GO TO SLO MO.
ID-293 	positive	neutral	CARINE (V.O.)
ID-294 	positive	neutral	When we were little, Chris was very to himself.
ID-295 	positive	positive	He wasn't anti-social, he always had friends, and everybody liked him - but he could go off and entertain himself for hours, he didn't seem to need toys or friends.
ID-296 	positive	positive	He could be alone without being lonely.
ID-297 	positive	negative	The secrets our parents kept, though unknown to Chris and I, led to bouts of rage and even violence between them that we had been forced to witness since we were very young.
ID-298 	positive	positive	It seemed like they never fought without us.
ID-299 	positive	neutral	I remember the first family meeting to let Chris and me in on their plans for getting a divorce.
ID-300 	positive	neutral	They wanted us to choose which of them we'd live with.
ID-301 	positive	negative	I cried my eyes out.
ID-302 	positive	negative	But the divorce never happened, though the threats and meetings never stopped.
ID-303 	positive	neutral	It wasn't long before Chris and I shut off -- we would tell mom and dad to go ahead and get the divorce.
ID-304 	positive	neutral	Chris and I just wanted to get away from their fights and mom kept promising to get out and take us with her as soon as their company made enough money.
ID-305 	positive	neutral	Dad had been the young genius [that] NASA enlisted to do [crucial] designs for the American satellite radar systems that would be our answer to the Russian Sputnik.
ID-306 	positive	positive	And mom and he later started up a consulting firm combining her get-up- and-go resourcefulness with his wealth of knowledge.
ID-307 	positive	positive	By the time the company actually made its first million, the careerism and money seemed to erase her memory of the promise she'd made us.
ID-308 	positive	neutral	(MORE)  16.
ID-309 	positive	neutral	CARINE (V.O.)
ID-310 	positive	negative	"""(CONT'D) I think this is when Chris began to see """"careers"""" as a diseased invention of the twentieth century and to resent money and the useless priority people made of it in their lives."""
ID-311 	positive	positive	"""He'd begun planning to """"slay the beast""""...to make himself free."""
ID-312 	positive	neutral	VIDEO IMAGE:  The beast dies.
ID-313 	positive	neutral	FADE OUT.
ID-314 	positive	neutral	CHAPTER 1: BIRTH - FADE IN:   16   INT.
ID-315 	positive	neutral	TENT (IN THE SCRUB BRUSH BESIDE LAKE MEAD) - DAY      16  We see a pile of berries sitting atop a handkerchief.
ID-316 	positive	positive	Beside them, a survivalist's guide to edible growth.
ID-317 	positive	positive	POV: THE TOP OF THE TENT - SOFT FOCUS  The glare of the sun penetrating the canvas.
ID-318 	positive	neutral	A fly buzzes and lands, hanging upside down.
ID-319 	positive	negative	The image is blurry.
ID-320 	positive	positive	ECU: CHRIS' EYES  Delirious in the heat, we WIDEN OUT to see that he's filthy (2 weeks of growth on his face and naked.)
ID-321 	positive	positive	He makes his way out of the tent, peers at the relentless sun and scurries to his backpack where he removes a canteen, barely a sip of water left in it.
ID-322 	positive	neutral	He downs it.
ID-323 	positive	negative	TIME CUT:  17   EXT.
ID-324 	positive	positive	LAKE MEAD DAY                                         17  The following short vignettes are silent and focused exclusively on Chris:  1.
ID-325 	positive	neutral	Recreational BOATERS on Lake Mead.
ID-326 	positive	neutral	GIRLS in bikinis.
ID-327 	positive	neutral	BOYS on boats eating Kentucky Fried Chicken.
ID-328 	positive	negative	CUT TO:  2.
ID-329 	positive	negative	At lake-side, an unusual sight - the NEW Chris McCandless, a sun and dirt-beaten bum with a backpack.
ID-330 	positive	negative	CUT TO:  17.
ID-331 	positive	neutral	3.
ID-332 	positive	neutral	A family ski-boat has taken Chris on.
ID-333 	positive	neutral	They give him water, dropping him at the north end of the lake at TEMPLE BAR MARINA.
ID-334 	positive	negative	(Director's Note: HIGH ANGLE, TIGHT, sees Chris and the glimmering water treadmilling below)  CUT TO:  4.
ID-335 	positive	neutral	Chris washes himself in the lake by the marina.
ID-336 	positive	negative	CUT TO:   18   ESTABLISHING SHOT: CAFE, TEMPLE BAR MARINA                  18  CUT TO:   19   INT.
ID-337 	positive	neutral	MARINA CAFE, UNISEX RESTROOM                           19  Chris brushes his teeth.
ID-338 	positive	neutral	CHRIS (V.O.)
ID-339 	positive	neutral	I need a name.
ID-340 	positive	neutral	He takes a swallow of water.
ID-341 	positive	neutral	Rinses his mouth.
ID-342 	positive	neutral	Spits it out.
ID-343 	positive	neutral	Then checks his bearded face in the mirror.
ID-344 	positive	positive	He likes what he sees.
ID-345 	positive	negative	As he wipes the corners of his mouth with a tissue and throws it into the bin below the sink, he notices a discarded tube of lipstick.
ID-346 	positive	neutral	He picks it up.
ID-347 	positive	neutral	It's down to its end.
ID-348 	positive	negative	Yet with what lipstick remains, he writes on the mirror:  ALEXANDER SUPERTRAMP WAS HERE   JULY 1990 CUT TO:  20   EXT.
ID-349 	positive	negative	MARINA CAFE (BLDG REAR) - SUNDOWN                      20  Chris is behind the cafe beside a pair of dumpsters.
ID-350 	positive	negative	He removes the Datsun's license plates from his backpack and discards them deeply into the garbage.
ID-351 	positive	negative	CUT TO:  17A.
ID-352 	positive	neutral	21   EXT.
ID-353 	positive	neutral	MARINA CAFE (BLDG FRONT) - SUNDOWN                   21  Chris appears from behind the cafe lugging his backpack up the rise from the cafe to the highway and starts thumbing for a ride.
ID-354 	positive	negative	CUT TO:  18.
ID-355 	positive	neutral	22    INT.
ID-356 	positive	neutral	MCCANDLESS HOME, ANNANDALE                            22  VARIOUS shots to accompany V.O.
ID-357 	positive	neutral	CARINE (V.O.)
ID-358 	positive	neutral	Toward the end of June, Chris had mailed our parents his final grade report.
ID-359 	positive	neutral	Walt and Billie open the envelope.
ID-360 	positive	neutral	CARINE (V.O.)
ID-361 	positive	neutral	(CONT'D) Almost all A's.
ID-362 	positive	neutral	A in Apartheid in South African Society and History of Anthropological Thought
ID-363 	positive	positive	Clever boy, my brother.
ID-364 	positive	positive	We observe Carine in a delicate afternoon light.
ID-365 	positive	neutral	She is sitting up on her bed with an unread book, looking out the window toward us.
ID-366 	positive	neutral	CARINE (V.O.)
ID-367 	positive	negative	(CONT'D) But by the end of July we hadn't heard anything from him and my parents were getting very worried.
ID-368 	positive	neutral	Carine's POV:   Walt with his arm around Billie in the yard.
ID-369 	positive	neutral	CARINE (V.O.)
ID-370 	positive	positive	(CONT'D) Chris had never had a phone, so they decided to drive down to Atlanta and surprise him.
ID-371 	positive	negative	CUT TO:  22A   EXT.
ID-372 	positive	neutral	ROAD TO TAHOE                                        22A  Chris, backpack on, walking away from camera.
ID-373 	positive	negative	CUT TO:   23    EXT.
ID-374 	positive	neutral	HIGHWAY - ATLANTA - DAY (END JULY 1990)               23  We see Walt and Billie's car pass under an Atlanta mileage sign.
ID-655 	negative	negative	Chris pulls out his pocketknife, cuts the twine that binds the firewood to his body, and takes a seat beside Rainey.
ID-656 	negative	negative	RAINEY (CONT'D) You're an industrious little fucker, aren't ya... Yeah, it's funny how things happen at particular times.
ID-657 	negative	positive	I've loved that woman for a lot of years.
ID-658 	negative	neutral	But you know, she's got a...story.
ID-659 	negative	positive	We've been going through this thing real quietly cause, well...So, after running into you last night, this thing we were going through quietly, she started talking about.
ID-660 	negative	neutral	You know what I mean?
ID-661 	negative	neutral	CHRIS I think so.
ID-662 	negative	neutral	RAINEY You think what?
ID-663 	negative	neutral	Chris is looking off at Jan walking in the distance.
ID-664 	negative	neutral	CHRIS I think she's probably quietly disconnecting.
ID-665 	negative	positive	It doesn't feel right to her to be close to you if there's a hole of some kind somewhere else.
ID-666 	negative	neutral	RAINEY That's a helluva insight.
ID-667 	negative	neutral	Jesus!...
ID-668 	negative	neutral	You're not Jesus, are you?
ID-669 	negative	neutral	You gonna walk on that water and get her back for me?
ID-670 	negative	neutral	CHRIS Actually, I'm a little afraid of water.
ID-671 	negative	neutral	Rainey gives him a sideways glance.
ID-672 	negative	positive	CHRIS (CONT'D) It's true.
ID-673 	negative	neutral	But it's something I've got to get over sometime.
ID-674 	negative	neutral	(MORE)  32.
ID-675 	negative	neutral	CHRIS (CONT'D) So, I'll swim in it if you'll carry the firewood back to the campsite.
ID-676 	negative	neutral	RAINEY I'll carry.
ID-677 	negative	negative	Shit-yes I'll carry.
ID-678 	negative	neutral	And with that, Chris runs down the beach toward Jan. Rainey watches Chris and Jan chat briefly.
ID-679 	negative	positive	Then they strip down to their underwear and jump into the ocean, splashing and laughing.
ID-680 	negative	neutral	ANGLE: Rainey.
ID-681 	negative	positive	A warmth comes over him, watching his old lady having some fun.
ID-682 	negative	neutral	He grabs two armfuls of wood and heads to the campsite.
ID-683 	negative	neutral	ANGLE: Chris and Jan swimming in the chilly water, having a ball.
ID-684 	negative	positive	Jan increasingly indulges herself a motherly closeness and joy with Chris.
ID-685 	negative	neutral	And Chris allows it.
ID-686 	negative	positive	She pushes the stringy hairs from his eyes, worries when he descends below the surface for too many seconds, and smiles and laughs in tender relief when from below surface one of her toes is pulled on by the big fish Chris.
ID-687 	negative	neutral	As he re- surfaces, she gives him a splash right in the face.
ID-688 	negative	negative	TIME CUT:   43   EXT.
ID-689 	negative	neutral	CAMPSITE, ORICK BEACH - LATER                          43  Through a burning campfire in the late afternoon, we see the chilly bodies of Chris and Jan carrying their clothes run shivering toward us.
ID-690 	negative	neutral	Rainey sits beside the campfire.
ID-691 	negative	neutral	RAINEY I thought you guys might need a little heat.
ID-692 	negative	positive	Jan smiles appreciatively.
ID-693 	negative	neutral	JAN (moving to Rainey) That's not hot enough.
ID-694 	negative	neutral	Put your arms around me.
ID-695 	negative	positive	As they embrace, Chris throws a coat on from his tent, puts on his funny straw hat, and grabs a book.
ID-696 	negative	negative	Rainey has wrapped a blanket around Jan and they sit beside the fire.
ID-697 	negative	neutral	33.
ID-698 	negative	neutral	CHRIS I'm going to go down the beach a ways and read a little bit.
ID-699 	negative	neutral	I'll bring the rest of that wood back before nightfall.
ID-700 	negative	positive	RAINEY Alright.
ID-701 	negative	neutral	We might take a run into town to grab some food for tonight.
ID-702 	negative	positive	CHRIS Sounds good.
ID-703 	negative	neutral	He heads off down the beach.
ID-704 	negative	neutral	44   EXT.
ID-705 	negative	neutral	ORICK BEACH MONTAGE                                   44  MUSIC OVER:  1.
ID-706 	negative	neutral	The ocean moving toward sunset.
ID-707 	negative	neutral	2.
ID-708 	negative	neutral	Seagulls, gliding inches over the water.
ID-709 	negative	neutral	3.
ID-710 	negative	neutral	The breeze on the sea grass.
ID-711 	negative	neutral	4.
ID-712 	negative	neutral	Chris in his big hat reading at water's edge.
ID-713 	negative	neutral	5.
ID-714 	negative	positive	Jan and Rainey deeply engaged in conversation beside the fire.
ID-715 	negative	neutral	6.
ID-716 	negative	positive	Chris closing his book, remaining meditative at water's edge.
ID-717 	negative	neutral	7.
ID-718 	negative	positive	Jan and Rainey in town, buying groceries and being playful with each other.
ID-719 	negative	neutral	8.
ID-720 	negative	neutral	OVER Chris' shoulder, the sun sets and day becomes night.
ID-721 	negative	negative	CUT TO:   45   EXT.
ID-722 	negative	positive	CAMPSITE, ORICK BEACH - NIGHT                         45  Jan and Rainey on a blanket sharing a joint.
ID-723 	negative	negative	Chris lying beside the campfire in his sleeping bag.
ID-724 	negative	neutral	Jan takes a toke, passes the joint to Rainey.
ID-725 	negative	neutral	JAN You know what Alex ought to do, Rainey?
ID-726 	negative	neutral	He ought to come out to the Slabs this winter.
ID-727 	negative	neutral	34.
ID-728 	negative	positive	RAINEY Oh yeah.
ID-729 	negative	neutral	Rainey takes a toke on the joint.
ID-730 	negative	positive	RAINEY (CONT'D) You'd like that if you're still on the road.
ID-731 	negative	neutral	Lot of fellow travelers.
ID-732 	negative	neutral	Rainey offers the joint to Chris.
ID-733 	negative	positive	Chris passes it up with a hand gesture.
ID-734 	negative	neutral	CHRIS What is that?
ID-523	neutral	neutral	MCCANDLESS HOME, ANNANDALE (MID-AUGUST 1990)          37  Walt, Billie, and Carine sit around the kitchen table in August.
ID-525	neutral	neutral	Billie and Carine sit silently.
ID-526	neutral	neutral	Walt's on the phone.
ID-527	neutral	neutral	CARINE (V.O.)
ID-528	neutral	positive	If Chris were trying to disappear, it would have been a pretty uncharacteristic lapse for him to give the police his real place of residence.
ID-529	neutral	negative	Though my parents had already contacted the Annandale police with their initial concerns, this ticket arriving from California made them frantic.
ID-530	neutral	neutral	(MORE)  26.
ID-531	neutral	neutral	CARINE (V.O.)
ID-532	neutral	positive	(CONT'D) My father called one of his old government friends who put him in touch with a private investigator, someone who'd done work with the DIA and the CIA.
ID-533 	positive	neutral	Using the Willow Creek ticket as a starting point, the investigator began chasing down leads.
ID-534 	positive	neutral	Most of them led far afield -- to Europe and South Africa.
ID-535 	positive	neutral	Ultimately turning up nothing.
ID-536 	positive	neutral	What my dad couldn't believe was that he'd given up his car.
ID-537 	positive	positive	He seemed to love that Datsun so much.
ID-538 	positive	positive	It sounded just like Chris to me, though.
ID-539 	positive	negative	He was very much of the school that you should own nothing except what you could carry on your back at a dead run.
ID-540 	positive	neutral	38   EXT.
ID-541 	positive	positive	"""NORTHERN CALIFORNIA HIGHWAY, NEAR ORICK, 60 MILES     38 SOUTH OF THE OREGON LINE - DAY (MID-AUGUST 1990)  With his backpack lunging and a free hand holding his goofy new hat onto his head, we find Chris at a """"dead run"""" to catch a ride that had overshot him."""
ID-542 	positive	positive	(Director's note: Don't leave this image too soon.)
ID-543 	positive	neutral	An old van idles waiting for him.
ID-544 	positive	neutral	As he gets to the passenger side, the woman passenger gets out.
ID-545 	positive	neutral	This is JAN BURRES, early 40's, looks to be still on the long road home from Woodstock.
ID-546 	positive	positive	A little heavyset, dark wavy hair with a lot of premature grey in it.
ID-547 	positive	neutral	Jan moving to the side door.
ID-548 	positive	neutral	JAN Hi.
ID-549 	positive	negative	We just barely saw you there, under that crazy hat of yours.
ID-550 	positive	negative	We couldn't back up - the van's reverse is broken.
ID-551 	positive	neutral	CHRIS (as Jan fiddles with side door handle) Oh.
ID-552 	positive	positive	That's okay.
ID-553 	positive	positive	Thanks for stopping.
ID-554 	positive	negative	JAN This door's a little tricky, I'll get it.
ID-555 	positive	neutral	And with a little pulling, it opens.
ID-556 	positive	positive	Indicating the pony- tailed and bearded driver (RAINEY), early 50's, definitely Woodstock...  JAN (CONT'D) Hop in, that's Rainey.
ID-557 	positive	neutral	27.
ID-558 	positive	neutral	RAINEY Hey, I'm Rainey.
ID-559 	positive	neutral	JAN And I'm Jan.  CHRIS Hey, Rainey.
ID-561 	positive	neutral	I'm Alex.
ID-562 	positive	neutral	RAINEY Alex of the hat.
ID-563 	positive	positive	CHRIS (closing the side door) Yeah.
ID-564 	positive	neutral	Jan jumps back in passenger seat and the van rolls on.
ID-565 	positive	neutral	39   INT.
ID-566 	positive	neutral	RAINEY & JAN VAN                                      39  3-SHOT - CHRIS BETWEEN THEM IN THE BACKSEAT.
ID-567 	positive	neutral	RAINEY Were you out there a long time hitching?
ID-568 	positive	neutral	CHRIS Couple of days.
ID-569 	positive	negative	But sometimes I forget to put my thumb out.
ID-570 	positive	negative	JAN Probably, the rest of the time, that hat scares `em away.
ID-571 	positive	neutral	Chris checks himself in the rearview mirror and gets a kick out of what he sees (That hat's staying on.)
ID-572 	positive	neutral	Jan is looking at the rearview mirror too, observing Chris with mild concern.
ID-573 	positive	neutral	JAN (CONT'D) When's the last time you ate something?
ID-574 	positive	neutral	Chris pulls out a bag of berries and edible plants he's collected.
ID-575 	positive	positive	CHRIS (excited) See that?
ID-576 	positive	neutral	I've got this book and it shows you all the plants and berries that are edible.
ID-577 	positive	neutral	You can find things wherever you go.
ID-578 	positive	negative	Jan steals a glance to Rainey.
ID-579 	positive	neutral	He's hip.
ID-580 	positive	neutral	28.
ID-581 	positive	neutral	RAINEY We were just in town getting some beads and stuff.
ID-582 	positive	neutral	Jan does handicrafts, so we're usually going from one swap meet to another.
ID-583 	positive	positive	She's so good at what she does, we sold everything.
ID-584 	positive	neutral	So, we set up camp at Orick Beach.
ID-585 	positive	positive	You're welcome to camp there with us.
ID-586 	positive	neutral	JAN And eat there with us.
ID-587 	positive	neutral	Chris is beaming at the thought of real food.
ID-588 	positive	negative	CUT TO:   40   EXT.
ID-589 	positive	neutral	CAMPSITE, ORICK BEACH - NIGHT                         40  Chris, Jan, and Rainey are beside a campfire, sitting on blankets.
ID-590 	positive	negative	Their tents loom behind them.
ID-591 	positive	neutral	Jan is weaving some sort of craft art.
ID-592 	positive	positive	Chris is chomping on chicken and beans like they're going out of style.
ID-593 	positive	neutral	CHRIS (between large swallows) So, I just left the car.
ID-594 	positive	positive	It was a great car too.
ID-595 	positive	neutral	I'd driven it cross country the first time when I got out of high school.
ID-596 	positive	positive	I had some really great adventures with it.
ID-597 	positive	neutral	That thing would just go and go.
ID-598 	positive	neutral	I mean, it was an `82 but if I'd kept it, it would've lasted me forever.
ID-599 	positive	neutral	RAINEY So, you're a leather now.
ID-600 	positive	neutral	CHRIS I'm a leather?
ID-601 	positive	positive	Rainey nods, smiling.
ID-602 	positive	neutral	CHRIS (CONT'D) (looking to Jan) What's a leather?
ID-603 	positive	neutral	JAN You're a leather tramp.
ID-604 	positive	neutral	That's what they call the ones that hoof it on foot.
ID-605 	positive	neutral	So, we're technically rubber tramps.
ID-606 	positive	neutral	29.
ID-607 	positive	neutral	RAINEY (interjecting) As we have a vee-hi-cle.
ID-608 	positive	neutral	Rainey makes a move to put his arm around Jan. She goes a little stiff and fends it off.
ID-609 	positive	neutral	Chris notices.
ID-610 	positive	neutral	JAN Alex could have a vehicle.
ID-611 	positive	neutral	If he didn't burn his money.
ID-612 	positive	positive	Why would you want to do that?
ID-613 	positive	neutral	CHRIS I don't need money.
ID-614 	positive	negative	It makes people cautious.
ID-615 	positive	negative	JAN (a little irritated) Well, you have to be a little cautious Alex.
ID-616 	positive	positive	That book of yours is all well and fine but you can't depend entirely on leaves and berries.
ID-617 	positive	positive	CHRIS I don't know if you'd want to depend on much more than that.
ID-618 	positive	neutral	JAN Where's your mom and dad?
ID-619 	positive	neutral	CHRIS Makin' their money somewhere.
ID-620 	positive	neutral	JAN Come on Chris.
ID-621 	positive	positive	You look like a loved             * kid.
ID-622 	positive	positive	Be fair.
ID-623 	positive	positive	* CHRIS Fair?
ID-624 	positive	neutral	JAN You know what I mean.
ID-625 	positive	positive	"""CHRIS I'll paraphrase Thoreau -- """"Rather than          * love, than money, than fairness, give me         * truth."""""""
ID-626 	positive	negative	*  RAINEY                              * You look like shit.
ID-627 	positive	positive	There's the truth.
ID-628 	positive	positive	*  They all laugh.
ID-629 	positive	neutral	*  30.
ID-630 	positive	negative	CUT TO:     *   41   INT.
ID-631 	positive	neutral	CHRIS' TENT, ORICK BEACH - LATER                       41  Chris sits up reading, his tent entry flap ajar to let the small candle lantern ventilate.
ID-632 	positive	neutral	OS we HEAR a ZIPPING SOUND.
ID-633 	positive	neutral	It's Rainey.
ID-634 	positive	neutral	We see him from Chris' POV coming out of his tent deep in thought.
ID-635 	positive	negative	As he moves to the glowing embers of what remains of the campfire, Rainey's face goes out of frame and all Chris can see are his booted feet, tapping bits of glowing wood into the center of the fire.
ID-636 	positive	positive	The tapping is slow and thoughtful.
ID-637 	positive	neutral	Micro-embers float upward into the night.
ID-638 	positive	positive	Chris' tent flap closes by his own hand.
ID-639 	positive	neutral	ANGLE: Chris' dog-ears his book and puts out the lantern.
ID-640 	positive	negative	CUT TO:   42   EXT.
ID-641 	positive	neutral	ORICK BEACH - DAY                                      42  We see Chris foraging for firewood in the bluffs above the beach.
ID-642 	positive	neutral	He's got it tied to his back and his front.
ID-643 	positive	negative	If we didn't know better, we'd think he was camouflaging himself.
ID-644 	positive	neutral	Chris' POV: The rocks beside the water's edge.
ID-645 	positive	neutral	We see Rainey sitting beside the water, staring out to sea.
ID-646 	positive	neutral	We follow Chris' gaze to Jan, some fifty yards down the beach, walking melancholically in the opposite direction of Rainey.
ID-647 	positive	neutral	ANGLE: Rainey at the water's edge.
ID-648 	positive	neutral	Chris appears beside him.
ID-649 	positive	neutral	RAINEY (regarding Chris wrapped up in wood) Geez.
ID-650 	positive	positive	If I struck a match to you, I'd have warmth and dinner at the same time.
ID-651 	positive	neutral	31.
ID-652 	positive	positive	But Rainey's humor does not hide an inner turmoil.
ID-653 	positive	neutral	CHRIS Where's Jan going?
ID-654 	positive	positive	RAINEY Well, my friend, all is not well on the hippie front.
ID-735 	positive	neutral	The Slabs?
ID-736 	positive	neutral	RAINEY It's down in Niland, California.
ID-737 	positive	neutral	You know where the Salton Sea is?
ID-738 	positive	positive	CHRIS Near San Diego, yeah?
ID-739 	positive	positive	RAINEY Well about 200 miles Northeast of there, but yeah.
ID-740 	positive	neutral	Niland's off the east shore of Salton.
ID-741 	positive	neutral	Wild place.
ID-742 	positive	negative	The navy bulldozed and abandoned a base there.
ID-743 	positive	neutral	All that's left is a grid of concrete foundations.
ID-744 	positive	neutral	They're scattered over about a square mile or so.
ID-745 	positive	positive	JAN When the weather turns cold across the rest of the country, people show up there by the thousands: snow birds... RAINEY Drifters...  JAN Sundry vagabonds...  RAINEY / JAN Like ourselves.
ID-746 	positive	neutral	JAN Livin' on the cheap under the sun.
ID-747 	positive	neutral	CHRIS You sell your handcrafts there?
ID-748 	positive	neutral	35.
ID-749 	positive	positive	JAN Oh yeah.
ID-750 	positive	positive	And a lot of second-hand goods.
ID-751 	positive	neutral	There's a swap meet.
ID-752 	positive	positive	The people are cool.
ID-753 	positive	neutral	There's even some kids running around sometimes.
ID-754 	positive	positive	Most everyone there, if they're not avoiding the cold, are at least dodging the IRS.
ID-755 	positive	neutral	RAINEY Or the FBI.
ID-756 	positive	neutral	CIA!
ID-757 	positive	neutral	DDT!!!
ID-758 	positive	positive	The three of them laugh.
ID-759 	positive	positive	JAN It's good.
ID-760 	positive	neutral	You should check it out.
ID-761 	positive	neutral	If you come, I'll make a proper hat for you.
ID-762 	positive	positive	(standing, shaking out her blanket) Well, Alex.
ID-763 	positive	positive	I'm gonna clean up and the old man and I are gonna get some rest.
ID-764 	positive	positive	(indicating the sleeping bag) Looks like you got yourself a good bag there.
ID-560 	positive	neutral	Hi Jan.
ID-868	neutral	negative	If something bothered Chris, he'd usually keep it to himself.
ID-869	neutral	positive	And he made me promise to do the same.
ID-870	neutral	neutral	(MORE)  40.
ID-871	neutral	neutral	CARINE (CONT'D) He never did tell mom and dad that he knew.
ID-872	neutral	negative	But Chris measured himself and those around him by an impossibly rigorous moral code.
ID-873	neutral	negative	He loathed what he considered mom and dad's hypocrisy and resented what they considered guidance.
ID-874	neutral	negative	Chris submitted to dad's authority through college but I knew he raged inwardly the whole time.
ID-875	neutral	negative	It was inevitable that Chris would rebel.
ID-876	neutral	neutral	And when he did, he did it with characteristic immoderation.
ID-877	neutral	negative	Walt suddenly collapses to his knees weeping, heartbroken and ashamed on a quiet Annandale street in the shadowless light of dusk.
ID-878	neutral	neutral	CARINE (V.O.)
ID-879	neutral	positive	(CONT'D) My father is a brilliant man.
ID-880	neutral	negative	But he had made some terrible mistakes.
ID-881	neutral	negative	And to some extent, it seemed Chris was making him pay an awful price.
