ID;Pred;details
ID-413;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-414;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-415;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-416;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-417;negative;{'neg': 0.186, 'neu': 0.814, 'pos': 0.0, 'compound': -0.6166}
ID-418;negative;{'neg': 0.121, 'neu': 0.879, 'pos': 0.0, 'compound': -0.296}
ID-419;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-420;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-421;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-422;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-423;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-424;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-425;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-426;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-427;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-428;positive;{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}
ID-429;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-430;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-431;negative;{'neg': 0.126, 'neu': 0.874, 'pos': 0.0, 'compound': -0.0772}
ID-432;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-433;positive;{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.2584}
ID-434;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-435;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-436;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-437;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-438;negative;{'neg': 0.688, 'neu': 0.312, 'pos': 0.0, 'compound': -0.296}
ID-439;negative;{'neg': 0.565, 'neu': 0.435, 'pos': 0.0, 'compound': -0.0772}
ID-440;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-441;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-442;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-443;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-444;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-445;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-446;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-447;negative;{'neg': 0.44, 'neu': 0.2, 'pos': 0.36, 'compound': -0.1027}
ID-448;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-449;positive;{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}
ID-450;positive;{'neg': 0.21, 'neu': 0.571, 'pos': 0.219, 'compound': 0.0258}
ID-451;positive;{'neg': 0.0, 'neu': 0.614, 'pos': 0.386, 'compound': 0.8834}
ID-452;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-453;negative;{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}
ID-454;positive;{'neg': 0.0, 'neu': 0.333, 'pos': 0.667, 'compound': 0.25}
ID-455;positive;{'neg': 0.0, 'neu': 0.27, 'pos': 0.73, 'compound': 0.4019}
ID-456;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-457;positive;{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.1531}
ID-458;negative;{'neg': 0.313, 'neu': 0.687, 'pos': 0.0, 'compound': -0.4767}
ID-459;negative;{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.4278}
ID-460;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-461;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-462;positive;{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.2732}
ID-463;negative;{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.1531}
ID-464;negative;{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.4019}
ID-465;positive;{'neg': 0.21, 'neu': 0.381, 'pos': 0.41, 'compound': 0.4767}
ID-466;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-467;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-468;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-469;negative;{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.4278}
ID-470;negative;{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}
ID-471;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-472;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-473;positive;{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.25}
ID-474;positive;{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}
ID-475;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-476;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-477;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-478;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-479;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-480;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-481;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-482;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-483;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-484;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-485;negative;{'neg': 0.078, 'neu': 0.922, 'pos': 0.0, 'compound': -0.1531}
ID-486;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-487;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-488;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-489;positive;{'neg': 0.259, 'neu': 0.37, 'pos': 0.37, 'compound': 0.1531}
ID-490;positive;{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.0258}
ID-491;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-492;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-493;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-494;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-495;positive;{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.5157}
ID-496;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-497;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-498;positive;{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.1027}
ID-499;positive;{'neg': 0.168, 'neu': 0.611, 'pos': 0.221, 'compound': 0.1779}
ID-500;negative;{'neg': 0.166, 'neu': 0.834, 'pos': 0.0, 'compound': -0.1511}
ID-501;negative;{'neg': 0.187, 'neu': 0.813, 'pos': 0.0, 'compound': -0.4404}
ID-502;negative;{'neg': 0.217, 'neu': 0.645, 'pos': 0.138, 'compound': -0.2144}
ID-503;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-504;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-505;positive;{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.2263}
ID-506;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-507;negative;{'neg': 0.205, 'neu': 0.795, 'pos': 0.0, 'compound': -0.3774}
ID-508;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-509;negative;{'neg': 0.423, 'neu': 0.577, 'pos': 0.0, 'compound': -0.296}
ID-510;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-511;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-512;negative;{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}
ID-513;positive;{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.2732}
ID-514;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-515;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-516;positive;{'neg': 0.0, 'neu': 0.819, 'pos': 0.181, 'compound': 0.2723}
ID-517;positive;{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}
ID-518;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-519;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-520;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-521;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-522;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-524;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-238 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-239 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-240 ;negative;{'neg': 0.269, 'neu': 0.667, 'pos': 0.064, 'compound': -0.8271}
ID-241 ;negative;{'neg': 0.216, 'neu': 0.659, 'pos': 0.126, 'compound': -0.6124}
ID-242 ;negative;{'neg': 0.179, 'neu': 0.821, 'pos': 0.0, 'compound': -0.4278}
ID-243 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-244 ;positive;{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.7506}
ID-245 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-246 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-247 ;negative;{'neg': 0.144, 'neu': 0.72, 'pos': 0.136, 'compound': -0.0772}
ID-248 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-249 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-250 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-251 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-252 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-253 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-254 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-255 ;negative;{'neg': 0.136, 'neu': 0.792, 'pos': 0.072, 'compound': -0.1779}
ID-256 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-257 ;positive;{'neg': 0.081, 'neu': 0.785, 'pos': 0.134, 'compound': 0.2577}
ID-258 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-259 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-260 ;negative;{'neg': 0.363, 'neu': 0.637, 'pos': 0.0, 'compound': -0.6908}
ID-261 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-262 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-263 ;negative;{'neg': 0.194, 'neu': 0.806, 'pos': 0.0, 'compound': -0.6249}
ID-264 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-265 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-266 ;negative;{'neg': 0.54, 'neu': 0.46, 'pos': 0.0, 'compound': -0.6908}
ID-267 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-268 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-269 ;negative;{'neg': 0.306, 'neu': 0.463, 'pos': 0.231, 'compound': -0.2023}
ID-270 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-271 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-272 ;negative;{'neg': 0.211, 'neu': 0.789, 'pos': 0.0, 'compound': -0.5766}
ID-273 ;negative;{'neg': 0.668, 'neu': 0.332, 'pos': 0.0, 'compound': -0.6155}
ID-274 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-275 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-276 ;negative;{'neg': 0.268, 'neu': 0.732, 'pos': 0.0, 'compound': -0.296}
ID-277 ;negative;{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.5267}
ID-278 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-279 ;negative;{'neg': 0.143, 'neu': 0.759, 'pos': 0.097, 'compound': -0.1406}
ID-280 ;positive;{'neg': 0.0, 'neu': 0.61, 'pos': 0.39, 'compound': 0.4939}
ID-281 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-282 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-283 ;negative;{'neg': 0.266, 'neu': 0.734, 'pos': 0.0, 'compound': -0.6908}
ID-284 ;positive;{'neg': 0.337, 'neu': 0.351, 'pos': 0.313, 'compound': 0.0976}
ID-285 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-286 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-287 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-288 ;positive;{'neg': 0.0, 'neu': 0.844, 'pos': 0.156, 'compound': 0.34}
ID-289 ;positive;{'neg': 0.0, 'neu': 0.726, 'pos': 0.274, 'compound': 0.5994}
ID-290 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-291 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-292 ;negative;{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.5994}
ID-293 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-294 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-295 ;positive;{'neg': 0.0, 'neu': 0.683, 'pos': 0.317, 'compound': 0.8893}
ID-296 ;positive;{'neg': 0.22, 'neu': 0.549, 'pos': 0.232, 'compound': 0.0284}
ID-297 ;negative;{'neg': 0.27, 'neu': 0.73, 'pos': 0.0, 'compound': -0.8934}
ID-298 ;positive;{'neg': 0.0, 'neu': 0.574, 'pos': 0.426, 'compound': 0.5365}
ID-299 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-300 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-301 ;negative;{'neg': 0.464, 'neu': 0.536, 'pos': 0.0, 'compound': -0.3818}
ID-302 ;negative;{'neg': 0.236, 'neu': 0.637, 'pos': 0.127, 'compound': -0.4021}
ID-303 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-304 ;neutral;{'neg': 0.081, 'neu': 0.838, 'pos': 0.081, 'compound': 0.0}
ID-305 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-306 ;positive;{'neg': 0.0, 'neu': 0.862, 'pos': 0.138, 'compound': 0.4939}
ID-307 ;positive;{'neg': 0.0, 'neu': 0.916, 'pos': 0.084, 'compound': 0.3182}
ID-308 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-309 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-310 ;negative;{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.5423}
ID-311 ;positive;{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}
ID-312 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-313 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-314 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-315 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-316 ;positive;{'neg': 0.0, 'neu': 0.729, 'pos': 0.271, 'compound': 0.3818}
ID-317 ;positive;{'neg': 0.0, 'neu': 0.856, 'pos': 0.144, 'compound': 0.368}
ID-318 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-319 ;negative;{'neg': 0.318, 'neu': 0.682, 'pos': 0.0, 'compound': -0.1027}
ID-320 ;positive;{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.3818}
ID-321 ;positive;{'neg': 0.0, 'neu': 0.959, 'pos': 0.041, 'compound': 0.0516}
ID-322 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-323 ;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-324 ;positive;{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}
ID-325 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-326 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-327 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-328 ;negative;{'neg': 0.677, 'neu': 0.323, 'pos': 0.0, 'compound': -0.2732}
ID-329 ;negative;{'neg': 0.257, 'neu': 0.743, 'pos': 0.0, 'compound': -0.6369}
ID-330 ;negative;{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.4278}
ID-331 ;neutral;{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}
ID-332 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-333 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-334 ;negative;{'neg': 0.159, 'neu': 0.841, 'pos': 0.0, 'compound': -0.4278}
ID-335 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-336 ;negative;{'neg': 0.321, 'neu': 0.679, 'pos': 0.0, 'compound': -0.6874}
ID-337 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-338 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-339 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-340 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-341 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-342 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-343 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-344 ;positive;{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}
ID-345 ;negative;{'neg': 0.091, 'neu': 0.909, 'pos': 0.0, 'compound': -0.34}
ID-346 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-347 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-348 ;negative;{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4278}
ID-349 ;negative;{'neg': 0.125, 'neu': 0.875, 'pos': 0.0, 'compound': -0.25}
ID-350 ;negative;{'neg': 0.111, 'neu': 0.889, 'pos': 0.0, 'compound': -0.25}
ID-351 ;negative;{'neg': 0.512, 'neu': 0.488, 'pos': 0.0, 'compound': -0.2732}
ID-352 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-353 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-354 ;negative;{'neg': 0.586, 'neu': 0.414, 'pos': 0.0, 'compound': -0.4278}
ID-355 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-356 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-357 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-358 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-359 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-360 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-361 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-362 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-363 ;positive;{'neg': 0.0, 'neu': 0.5, 'pos': 0.5, 'compound': 0.4588}
ID-364 ;positive;{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.0516}
ID-365 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-366 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-367 ;negative;{'neg': 0.139, 'neu': 0.861, 'pos': 0.0, 'compound': -0.5006}
ID-368 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-369 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-370 ;positive;{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}
ID-371 ;negative;{'neg': 0.412, 'neu': 0.588, 'pos': 0.0, 'compound': -0.2732}
ID-372 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-373 ;negative;{'neg': 0.486, 'neu': 0.514, 'pos': 0.0, 'compound': -0.4278}
ID-374 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-655 ;negative;{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.296}
ID-656 ;negative;{'neg': 0.212, 'neu': 0.684, 'pos': 0.104, 'compound': -0.4579}
ID-657 ;positive;{'neg': 0.0, 'neu': 0.642, 'pos': 0.358, 'compound': 0.5994}
ID-658 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-659 ;positive;{'neg': 0.0, 'neu': 0.932, 'pos': 0.068, 'compound': 0.2732}
ID-660 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-661 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-662 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-663 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-664 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-665 ;positive;{'neg': 0.0, 'neu': 0.855, 'pos': 0.145, 'compound': 0.5267}
ID-666 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-667 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-668 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-669 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-670 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-671 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-672 ;positive;{'neg': 0.0, 'neu': 0.588, 'pos': 0.412, 'compound': 0.4215}
ID-673 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-674 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-675 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-676 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-677 ;negative;{'neg': 0.434, 'neu': 0.241, 'pos': 0.325, 'compound': -0.2263}
ID-678 ;neutral;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-679 ;positive;{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}
