ID	Gold	Pred	Text
ID-492	disgust	trust	Chris does not oblige.
ID-493	disgust	noEmo	CHRIS Why?
ID-494	disgust	trust	POLICEMAN Because I asked you to, sir.
ID-495	disgust	noEmo	CHRIS But I haven't done anything wrong.
ID-496	disgust	trust	These are my personal items.
ID-497	disgust	mixedEmo	POLICEMAN Do you know that it's unlawful to hitchhike on this stretch of highway.
ID-498	disgust	noEmo	CHRIS You're kidding.
ID-499	disgust	mixedEmo	POLICEMAN Do you see a safe area for a vehicle to stop?
ID-500	disgust	trust	We got a tree-lined highway without a substantial shoulder here.
ID-501	disgust	noEmo	And we've had a lot of accidents on this road from people stopping in the traffic lane for hitchhikers.
ID-502	disgust	noEmo	CHRIS Alright, but...I mean, you stopped your car.
ID-503	disgust	noEmo	You're in the traffic lane.
ID-504	disgust	noEmo	And you can see, there's hardly any cars out here.
ID-505	disgust	noEmo	Plus, it's a straight road
ID-506	disgust	noEmo	(MORE)  25.
ID-507	disgust	noEmo	CHRIS (CONT'D) (in disbelief) There's really been accidents along here?
ID-508	disgust	noEmo	POLICEMAN May I see some identification?
ID-509	disgust	sadness	Now Chris is worried.
ID-510	disgust	noEmo	CHRIS I don't have any.
ID-511	disgust	noEmo	POLICEMAN You don't have any identification?
ID-512	disgust	noEmo	"""Chris shakes his head """"No."""""""
ID-513	disgust	mixedEmo	POLICEMAN (CONT'D) (pulling out a ticket) Well, I'm gonna site you for unlawful hitchhiking.
ID-514	disgust	noEmo	You don't have to appear.
ID-515	disgust	anger	You can send a check directly to the Humboldt County Clerks Office for restitution.
ID-516	disgust	mixedEmo	If you don't pay it within 30 days, you're subject to fine and warrant.
ID-517	disgust	trust	I'm gonna trust that you're gonna give me accurate information.
ID-518	disgust	noEmo	What's your name?
ID-519	disgust	mixedEmo	Chris can't bring himself to lie.
ID-520	disgust	noEmo	CHRIS (a beat) McCandless.
ID-521	disgust	noEmo	Christopher Johnson McCandless.
ID-522	disgust	noEmo	CUT TO:  37   INT.
ID-524	disgust	noEmo	A copy of Chris' ticket has been sent to the Annandale address and sits before them.
ID-238 	fear	fear	We MOVE INTO CU on the monster growling.
ID-239 	fear	noEmo	QUICK PAN back to Chris.
ID-240 	fear	fear	CHRIS (CONT'D) (in mock fright) We've got to get out of here quick and re- secure the hatch while we make a plan of how to kill the beast.
ID-241 	fear	fear	CAMERA SHAKES all over like a bad horror film trying to stay with Chris as he makes a quick escape down the hatchway into the University dorm corridor.
ID-242 	fear	noEmo	CLUMSY VIDEO TIME CUT: Chris nailing the last nail in the hatchway from below.
ID-243 	fear	noEmo	He climbs down the steps where he exchanges his hammer for his microphone from an off- camera source.
ID-244 	fear	fear	CHRIS (CONT'D) Well, it looks like we've succeeded -  We HEAR the monster's GROWL from above.
ID-245 	fear	noEmo	13.
ID-246 	fear	mixedEmo	CHRIS (CONT'D) - at least for the moment, in sealing the beast back into the vault.
ID-247 	fear	trust	Your humble reporter, Chris McCandless will now struggle with the journalistic question of ethics: Will he retain his reporter's objectiveness or save the future of human truth by slaying this awful beast?
ID-248 	fear	noEmo	He gives us a look of vaudevillian puzzlement - what will he do?
ID-249 	fear	trust	CONTINUE VIDEO:  We pick up with Chris in a corridor outside a door with a cheap paper-and-tape label announcing the adjacent room as the office of Ted Turner.
ID-250 	fear	mixedEmo	CHRIS (CONT'D) Once again, your humble reporter Chris McCandless.
ID-251 	fear	trust	We HEAR OS students commenting on Chris and his video crew:  OS STUDENT What is this?
ID-252 	fear	noEmo	Filmmaking 101?
ID-253 	fear	noEmo	OS STUDENT #2 Point the camera at me.
ID-254 	fear	mixedEmo	I'm a star.
ID-255 	fear	noEmo	Chris speaking straight to camera, still tongue-in-cheek:  CHRIS (with a Wizard of Oz tone) Pay no attention to the voices behind the curtain.
ID-256 	fear	noEmo	15   INT.
ID-257 	fear	trust	WOULD-BE TED TURNER OFFICE                             15  A FELLOW STUDENT PLAYING TED TURNER with obvious fake mustache is locked into an episode of Matlock on his television set as our bold reporter, Chris, barges in.
ID-258 	fear	noEmo	CHRIS Ted!
ID-259 	fear	fear	We've got a monster in the vault.
ID-260 	fear	disgust	It represents all the corruption, the deceit, and greed within us all.
ID-261 	fear	anger	I must slay it.
ID-262 	fear	noEmo	14.
ID-263 	fear	noEmo	TED TURNER/STUDENT (worst acting we've ever seen) McCandless, how many times have I had to tell you?
ID-264 	fear	noEmo	I've had to tell you that you are a journalist and you can't get personally involved in your cases...or your stories.
ID-265 	fear	noEmo	CHRIS Ted!
ID-266 	fear	mixedEmo	I know how to kill it.
ID-267 	fear	noEmo	And I'm the only one who knows.
ID-268 	fear	anticipation	You can't keep sending me on stories and expecting me to do nothing!
ID-269 	fear	mixedEmo	I look like some kind of an idiot.
ID-270 	fear	noEmo	TED TURNER/STUDENT Do you know who you're talking to?
ID-271 	fear	noEmo	I'm Ted Turner.
ID-272 	fear	noEmo	Behind Chris in the corridor outside Ted's office, a PANICKED STUDENT arrives at the door.
ID-273 	fear	noEmo	PANICKED STUDENT McCandless!
ID-274 	fear	anticipation	You've got to hurry!
ID-275 	fear	fear	The monster is scratching at the hatchway.
ID-276 	fear	anticipation	He'll be out in no time.
ID-277 	fear	mixedEmo	TED TURNER/STUDENT (threatening) It'll mean your job, Chris McCandless.
ID-278 	fear	noEmo	CHRIS (to Ted) That's it, Ted.
ID-279 	fear	mixedEmo	Fire me if you want but this beast must be slayed.
ID-280 	fear	anticipation	Microphone in hand, Chris makes haste.
ID-281 	fear	noEmo	The CAMERA RUNS WITH HIM out the door, through the corridor, up a set of steps to the hatchway.
ID-282 	fear	mixedEmo	As he arrives, the monster appears above him in the hatchway crawl space having pulled off the board Chris had nailed.
ID-283 	fear	fear	CHRIS (CONT'D) (into camera) This is the only thing that can kill the monster.
ID-284 	fear	mixedEmo	It's gonna be risky but without great risk, there is no freedom.
ID-285 	fear	noEmo	So we will now hear from the famous singer - Chris McCandless.
ID-286 	fear	noEmo	15.
ID-287 	fear	noEmo	A piano is PUSHED INTO FRAME beside Chris.
ID-288 	fear	noEmo	A YOUNG BLACK STUDENT pulls a stool in front of the piano and begins to play.
ID-289 	fear	fear	Chris begins to serenade the monster, intermittently sharing the serenade directly into camera as well.
ID-290 	fear	noEmo	He bursts into an uninhibited solo of Tender Is The Night.
ID-291 	fear	fear	CAMERA TILTS UP to the monster looking out the hatchway, slowly dying from the song being sung.
ID-292 	fear	fear	As the song continues to be sung and the monster continues to die, the AUDIO RECEDES and VIDEO IMAGES GO TO SLO MO.
ID-293 	fear	noEmo	CARINE (V.O.)
ID-294 	fear	noEmo	When we were little, Chris was very to himself.
ID-295 	fear	joy	He wasn't anti-social, he always had friends, and everybody liked him - but he could go off and entertain himself for hours, he didn't seem to need toys or friends.
ID-296 	fear	mixedEmo	He could be alone without being lonely.
ID-297 	fear	fear	The secrets our parents kept, though unknown to Chris and I, led to bouts of rage and even violence between them that we had been forced to witness since we were very young.
ID-298 	fear	noEmo	It seemed like they never fought without us.
ID-299 	fear	mixedEmo	I remember the first family meeting to let Chris and me in on their plans for getting a divorce.
ID-300 	fear	noEmo	They wanted us to choose which of them we'd live with.
ID-301 	fear	noEmo	I cried my eyes out.
ID-302 	fear	mixedEmo	But the divorce never happened, though the threats and meetings never stopped.
ID-303 	fear	mixedEmo	It wasn't long before Chris and I shut off -- we would tell mom and dad to go ahead and get the divorce.
ID-304 	fear	mixedEmo	Chris and I just wanted to get away from their fights and mom kept promising to get out and take us with her as soon as their company made enough money.
ID-305 	fear	trust	Dad had been the young genius [that] NASA enlisted to do [crucial] designs for the American satellite radar systems that would be our answer to the Russian Sputnik.
ID-306 	fear	mixedEmo	And mom and he later started up a consulting firm combining her get-up- and-go resourcefulness with his wealth of knowledge.
ID-307 	fear	mixedEmo	By the time the company actually made its first million, the careerism and money seemed to erase her memory of the promise she'd made us.
ID-308 	fear	noEmo	(MORE)  16.
ID-309 	fear	noEmo	CARINE (V.O.)
ID-310 	fear	anger	"""(CONT'D) I think this is when Chris began to see """"careers"""" as a diseased invention of the twentieth century and to resent money and the useless priority people made of it in their lives."""
ID-311 	fear	anticipation	"""He'd begun planning to """"slay the beast""""...to make himself free."""
ID-312 	fear	mixedEmo	VIDEO IMAGE:  The beast dies.
ID-313 	fear	noEmo	FADE OUT.
ID-314 	fear	noEmo	CHAPTER 1: BIRTH - FADE IN:   16   INT.
ID-315 	fear	noEmo	TENT (IN THE SCRUB BRUSH BESIDE LAKE MEAD) - DAY      16  We see a pile of berries sitting atop a handkerchief.
ID-316 	fear	trust	Beside them, a survivalist's guide to edible growth.
ID-317 	fear	mixedEmo	POV: THE TOP OF THE TENT - SOFT FOCUS  The glare of the sun penetrating the canvas.
ID-318 	fear	mixedEmo	A fly buzzes and lands, hanging upside down.
ID-319 	fear	noEmo	The image is blurry.
ID-320 	fear	disgust	ECU: CHRIS' EYES  Delirious in the heat, we WIDEN OUT to see that he's filthy (2 weeks of growth on his face and naked.)
ID-321 	fear	mixedEmo	He makes his way out of the tent, peers at the relentless sun and scurries to his backpack where he removes a canteen, barely a sip of water left in it.
ID-322 	fear	noEmo	He downs it.
ID-323 	fear	noEmo	TIME CUT:  17   EXT.
ID-324 	fear	noEmo	LAKE MEAD DAY                                         17  The following short vignettes are silent and focused exclusively on Chris:  1.
ID-325 	fear	noEmo	Recreational BOATERS on Lake Mead.
ID-326 	fear	noEmo	GIRLS in bikinis.
ID-327 	fear	noEmo	BOYS on boats eating Kentucky Fried Chicken.
ID-328 	fear	noEmo	CUT TO:  2.
ID-329 	fear	disgust	At lake-side, an unusual sight - the NEW Chris McCandless, a sun and dirt-beaten bum with a backpack.
ID-330 	fear	noEmo	CUT TO:  17.
ID-331 	fear	noEmo	3.
ID-332 	fear	noEmo	A family ski-boat has taken Chris on.
ID-333 	fear	noEmo	They give him water, dropping him at the north end of the lake at TEMPLE BAR MARINA.
ID-334 	fear	noEmo	(Director's Note: HIGH ANGLE, TIGHT, sees Chris and the glimmering water treadmilling below)  CUT TO:  4.
ID-335 	fear	noEmo	Chris washes himself in the lake by the marina.
ID-336 	fear	noEmo	CUT TO:   18   ESTABLISHING SHOT: CAFE, TEMPLE BAR MARINA                  18  CUT TO:   19   INT.
ID-337 	fear	noEmo	MARINA CAFE, UNISEX RESTROOM                           19  Chris brushes his teeth.
ID-338 	fear	noEmo	CHRIS (V.O.)
ID-339 	fear	noEmo	I need a name.
ID-340 	fear	noEmo	He takes a swallow of water.
ID-341 	fear	surprise	Rinses his mouth.
ID-342 	fear	noEmo	Spits it out.
ID-343 	fear	noEmo	Then checks his bearded face in the mirror.
ID-344 	fear	noEmo	He likes what he sees.
ID-345 	fear	surprise	As he wipes the corners of his mouth with a tissue and throws it into the bin below the sink, he notices a discarded tube of lipstick.
ID-346 	fear	noEmo	He picks it up.
ID-347 	fear	noEmo	It's down to its end.
ID-348 	fear	mixedEmo	Yet with what lipstick remains, he writes on the mirror:  ALEXANDER SUPERTRAMP WAS HERE   JULY 1990 CUT TO:  20   EXT.
ID-349 	fear	noEmo	MARINA CAFE (BLDG REAR) - SUNDOWN                      20  Chris is behind the cafe beside a pair of dumpsters.
ID-350 	fear	disgust	He removes the Datsun's license plates from his backpack and discards them deeply into the garbage.
ID-351 	fear	noEmo	CUT TO:  17A.
ID-352 	fear	noEmo	21   EXT.
ID-353 	fear	noEmo	MARINA CAFE (BLDG FRONT) - SUNDOWN                   21  Chris appears from behind the cafe lugging his backpack up the rise from the cafe to the highway and starts thumbing for a ride.
ID-354 	fear	noEmo	CUT TO:  18.
ID-355 	fear	noEmo	22    INT.
ID-356 	fear	noEmo	MCCANDLESS HOME, ANNANDALE                            22  VARIOUS shots to accompany V.O.
ID-357 	fear	noEmo	CARINE (V.O.)
ID-358 	fear	noEmo	Toward the end of June, Chris had mailed our parents his final grade report.
ID-359 	fear	noEmo	Walt and Billie open the envelope.
ID-360 	fear	noEmo	CARINE (V.O.)
ID-361 	fear	noEmo	(CONT'D) Almost all A's.
ID-362 	fear	noEmo	A in Apartheid in South African Society and History of Anthropological Thought
ID-363 	fear	mixedEmo	Clever boy, my brother.
ID-364 	fear	noEmo	We observe Carine in a delicate afternoon light.
ID-365 	fear	noEmo	She is sitting up on her bed with an unread book, looking out the window toward us.
ID-366 	fear	noEmo	CARINE (V.O.)
ID-367 	fear	sadness	(CONT'D) But by the end of July we hadn't heard anything from him and my parents were getting very worried.
ID-368 	fear	noEmo	Carine's POV:   Walt with his arm around Billie in the yard.
ID-369 	fear	noEmo	CARINE (V.O.)
ID-370 	fear	mixedEmo	(CONT'D) Chris had never had a phone, so they decided to drive down to Atlanta and surprise him.
ID-371 	fear	noEmo	CUT TO:  22A   EXT.
ID-372 	fear	noEmo	ROAD TO TAHOE                                        22A  Chris, backpack on, walking away from camera.
ID-373 	fear	noEmo	CUT TO:   23    EXT.
ID-374 	fear	noEmo	HIGHWAY - ATLANTA - DAY (END JULY 1990)               23  We see Walt and Billie's car pass under an Atlanta mileage sign.
ID-655 	anger	noEmo	Chris pulls out his pocketknife, cuts the twine that binds the firewood to his body, and takes a seat beside Rainey.
ID-656 	anger	anticipation	RAINEY (CONT'D) You're an industrious little fucker, aren't ya... Yeah, it's funny how things happen at particular times.
ID-657 	anger	noEmo	I've loved that woman for a lot of years.
ID-658 	anger	noEmo	But you know, she's got a...story.
ID-659 	anger	trust	We've been going through this thing real quietly cause, well...So, after running into you last night, this thing we were going through quietly, she started talking about.
ID-660 	anger	noEmo	You know what I mean?
ID-661 	anger	noEmo	CHRIS I think so.
ID-662 	anger	noEmo	RAINEY You think what?
ID-663 	anger	noEmo	Chris is looking off at Jan walking in the distance.
ID-664 	anger	noEmo	CHRIS I think she's probably quietly disconnecting.
ID-665 	anger	mixedEmo	It doesn't feel right to her to be close to you if there's a hole of some kind somewhere else.
ID-666 	anger	noEmo	RAINEY That's a helluva insight.
ID-667 	anger	noEmo	Jesus!...
ID-668 	anger	noEmo	You're not Jesus, are you?
ID-669 	anger	noEmo	You gonna walk on that water and get her back for me?
ID-670 	anger	fear	CHRIS Actually, I'm a little afraid of water.
ID-671 	anger	noEmo	Rainey gives him a sideways glance.
ID-672 	anger	mixedEmo	CHRIS (CONT'D) It's true.
ID-673 	anger	noEmo	But it's something I've got to get over sometime.
ID-674 	anger	noEmo	(MORE)  32.
ID-675 	anger	mixedEmo	CHRIS (CONT'D) So, I'll swim in it if you'll carry the firewood back to the campsite.
ID-676 	anger	noEmo	RAINEY I'll carry.
ID-677 	anger	noEmo	Shit-yes I'll carry.
ID-678 	anger	joy	And with that, Chris runs down the beach toward Jan. Rainey watches Chris and Jan chat briefly.
ID-679 	anger	joy	Then they strip down to their underwear and jump into the ocean, splashing and laughing.
ID-680 	anger	noEmo	ANGLE: Rainey.
ID-681 	anger	mixedEmo	A warmth comes over him, watching his old lady having some fun.
ID-682 	anger	noEmo	He grabs two armfuls of wood and heads to the campsite.
ID-683 	anger	noEmo	ANGLE: Chris and Jan swimming in the chilly water, having a ball.
ID-684 	anger	joy	Jan increasingly indulges herself a motherly closeness and joy with Chris.
ID-685 	anger	noEmo	And Chris allows it.
ID-686 	anger	mixedEmo	She pushes the stringy hairs from his eyes, worries when he descends below the surface for too many seconds, and smiles and laughs in tender relief when from below surface one of her toes is pulled on by the big fish Chris.
ID-687 	anger	surprise	As he re- surfaces, she gives him a splash right in the face.
ID-688 	anger	noEmo	TIME CUT:   43   EXT.
ID-689 	anger	sadness	CAMPSITE, ORICK BEACH - LATER                          43  Through a burning campfire in the late afternoon, we see the chilly bodies of Chris and Jan carrying their clothes run shivering toward us.
ID-690 	anger	noEmo	Rainey sits beside the campfire.
ID-691 	anger	anticipation	RAINEY I thought you guys might need a little heat.
ID-692 	anger	noEmo	Jan smiles appreciatively.
ID-693 	anger	anger	JAN (moving to Rainey) That's not hot enough.
ID-694 	anger	noEmo	Put your arms around me.
ID-695 	anger	mixedEmo	As they embrace, Chris throws a coat on from his tent, puts on his funny straw hat, and grabs a book.
ID-696 	anger	mixedEmo	Rainey has wrapped a blanket around Jan and they sit beside the fire.
ID-697 	anger	noEmo	33.
ID-698 	anger	joy	CHRIS I'm going to go down the beach a ways and read a little bit.
ID-699 	anger	noEmo	I'll bring the rest of that wood back before nightfall.
ID-700 	anger	noEmo	RAINEY Alright.
ID-701 	anger	mixedEmo	We might take a run into town to grab some food for tonight.
ID-702 	anger	mixedEmo	CHRIS Sounds good.
ID-703 	anger	joy	He heads off down the beach.
ID-704 	anger	noEmo	44   EXT.
ID-705 	anger	noEmo	ORICK BEACH MONTAGE                                   44  MUSIC OVER:  1.
ID-706 	anger	anticipation	The ocean moving toward sunset.
ID-707 	anger	noEmo	2.
ID-708 	anger	noEmo	Seagulls, gliding inches over the water.
ID-709 	anger	noEmo	3.
ID-710 	anger	noEmo	The breeze on the sea grass.
ID-711 	anger	noEmo	4.
ID-712 	anger	noEmo	Chris in his big hat reading at water's edge.
ID-713 	anger	noEmo	5.
ID-714 	anger	mixedEmo	Jan and Rainey deeply engaged in conversation beside the fire.
ID-715 	anger	noEmo	6.
ID-716 	anger	noEmo	Chris closing his book, remaining meditative at water's edge.
ID-717 	anger	noEmo	7.
ID-718 	anger	mixedEmo	Jan and Rainey in town, buying groceries and being playful with each other.
ID-719 	anger	noEmo	8.
ID-720 	anger	trust	OVER Chris' shoulder, the sun sets and day becomes night.
ID-721 	anger	noEmo	CUT TO:   45   EXT.
ID-722 	anger	trust	CAMPSITE, ORICK BEACH - NIGHT                         45  Jan and Rainey on a blanket sharing a joint.
ID-723 	anger	mixedEmo	Chris lying beside the campfire in his sleeping bag.
ID-724 	anger	noEmo	Jan takes a toke, passes the joint to Rainey.
ID-725 	anger	noEmo	JAN You know what Alex ought to do, Rainey?
ID-726 	anger	noEmo	He ought to come out to the Slabs this winter.
ID-727 	anger	noEmo	34.
ID-728 	anger	noEmo	RAINEY Oh yeah.
ID-729 	anger	noEmo	Rainey takes a toke on the joint.
ID-730 	anger	noEmo	RAINEY (CONT'D) You'd like that if you're still on the road.
ID-731 	anger	trust	Lot of fellow travelers.
ID-732 	anger	noEmo	Rainey offers the joint to Chris.
ID-733 	anger	noEmo	Chris passes it up with a hand gesture.
ID-734 	anger	noEmo	CHRIS What is that?
ID-523	disgust	noEmo	MCCANDLESS HOME, ANNANDALE (MID-AUGUST 1990)          37  Walt, Billie, and Carine sit around the kitchen table in August.
ID-525	disgust	noEmo	Billie and Carine sit silently.
ID-526	disgust	noEmo	Walt's on the phone.
ID-527	disgust	noEmo	CARINE (V.O.)
ID-528	disgust	trust	If Chris were trying to disappear, it would have been a pretty uncharacteristic lapse for him to give the police his real place of residence.
ID-529	disgust	fear	Though my parents had already contacted the Annandale police with their initial concerns, this ticket arriving from California made them frantic.
ID-530	disgust	noEmo	(MORE)  26.
ID-531	disgust	noEmo	CARINE (V.O.)
ID-532	disgust	mixedEmo	(CONT'D) My father called one of his old government friends who put him in touch with a private investigator, someone who'd done work with the DIA and the CIA.
ID-533 	fear	noEmo	Using the Willow Creek ticket as a starting point, the investigator began chasing down leads.
ID-534 	fear	noEmo	Most of them led far afield -- to Europe and South Africa.
ID-535 	fear	noEmo	Ultimately turning up nothing.
ID-536 	fear	noEmo	What my dad couldn't believe was that he'd given up his car.
ID-537 	fear	joy	He seemed to love that Datsun so much.
ID-538 	fear	noEmo	It sounded just like Chris to me, though.
ID-539 	fear	trust	He was very much of the school that you should own nothing except what you could carry on your back at a dead run.
ID-540 	fear	noEmo	38   EXT.
ID-541 	fear	surprise	"""NORTHERN CALIFORNIA HIGHWAY, NEAR ORICK, 60 MILES     38 SOUTH OF THE OREGON LINE - DAY (MID-AUGUST 1990)  With his backpack lunging and a free hand holding his goofy new hat onto his head, we find Chris at a """"dead run"""" to catch a ride that had overshot him."""
ID-542 	fear	mixedEmo	(Director's note: Don't leave this image too soon.)
ID-543 	fear	noEmo	An old van idles waiting for him.
ID-544 	fear	anticipation	As he gets to the passenger side, the woman passenger gets out.
ID-545 	fear	anticipation	This is JAN BURRES, early 40's, looks to be still on the long road home from Woodstock.
ID-546 	fear	mixedEmo	A little heavyset, dark wavy hair with a lot of premature grey in it.
ID-547 	fear	noEmo	Jan moving to the side door.
ID-548 	fear	noEmo	JAN Hi.
ID-549 	fear	mixedEmo	We just barely saw you there, under that crazy hat of yours.
ID-550 	fear	mixedEmo	We couldn't back up - the van's reverse is broken.
ID-551 	fear	noEmo	CHRIS (as Jan fiddles with side door handle) Oh.
ID-552 	fear	noEmo	That's okay.
ID-553 	fear	noEmo	Thanks for stopping.
ID-554 	fear	noEmo	JAN This door's a little tricky, I'll get it.
ID-555 	fear	noEmo	And with a little pulling, it opens.
ID-556 	fear	noEmo	Indicating the pony- tailed and bearded driver (RAINEY), early 50's, definitely Woodstock...  JAN (CONT'D) Hop in, that's Rainey.
ID-557 	fear	noEmo	27.
ID-558 	fear	noEmo	RAINEY Hey, I'm Rainey.
ID-559 	fear	noEmo	JAN And I'm Jan.  CHRIS Hey, Rainey.
ID-561 	fear	noEmo	I'm Alex.
ID-562 	fear	noEmo	RAINEY Alex of the hat.
ID-563 	fear	noEmo	CHRIS (closing the side door) Yeah.
ID-564 	fear	anticipation	Jan jumps back in passenger seat and the van rolls on.
ID-565 	fear	noEmo	39   INT.
ID-566 	fear	noEmo	RAINEY & JAN VAN                                      39  3-SHOT - CHRIS BETWEEN THEM IN THE BACKSEAT.
ID-567 	fear	anticipation	RAINEY Were you out there a long time hitching?
ID-568 	fear	noEmo	CHRIS Couple of days.
ID-569 	fear	noEmo	But sometimes I forget to put my thumb out.
ID-570 	fear	anticipation	JAN Probably, the rest of the time, that hat scares `em away.
ID-571 	fear	anger	Chris checks himself in the rearview mirror and gets a kick out of what he sees (That hat's staying on.)
ID-572 	fear	noEmo	Jan is looking at the rearview mirror too, observing Chris with mild concern.
ID-573 	fear	anticipation	JAN (CONT'D) When's the last time you ate something?
ID-574 	fear	noEmo	Chris pulls out a bag of berries and edible plants he's collected.
ID-575 	fear	mixedEmo	CHRIS (excited) See that?
ID-576 	fear	noEmo	I've got this book and it shows you all the plants and berries that are edible.
ID-577 	fear	noEmo	You can find things wherever you go.
ID-578 	fear	noEmo	Jan steals a glance to Rainey.
ID-579 	fear	noEmo	He's hip.
ID-580 	fear	noEmo	28.
ID-581 	fear	noEmo	RAINEY We were just in town getting some beads and stuff.
ID-582 	fear	noEmo	Jan does handicrafts, so we're usually going from one swap meet to another.
ID-583 	fear	mixedEmo	She's so good at what she does, we sold everything.
ID-584 	fear	noEmo	So, we set up camp at Orick Beach.
ID-585 	fear	noEmo	You're welcome to camp there with us.
ID-586 	fear	noEmo	JAN And eat there with us.
ID-587 	fear	mixedEmo	Chris is beaming at the thought of real food.
ID-588 	fear	noEmo	CUT TO:   40   EXT.
ID-589 	fear	noEmo	CAMPSITE, ORICK BEACH - NIGHT                         40  Chris, Jan, and Rainey are beside a campfire, sitting on blankets.
ID-590 	fear	mixedEmo	Their tents loom behind them.
ID-591 	fear	mixedEmo	Jan is weaving some sort of craft art.
ID-592 	fear	fear	Chris is chomping on chicken and beans like they're going out of style.
ID-593 	fear	noEmo	CHRIS (between large swallows) So, I just left the car.
ID-594 	fear	noEmo	It was a great car too.
ID-595 	fear	mixedEmo	I'd driven it cross country the first time when I got out of high school.
ID-596 	fear	noEmo	I had some really great adventures with it.
ID-597 	fear	noEmo	That thing would just go and go.
ID-598 	fear	noEmo	I mean, it was an `82 but if I'd kept it, it would've lasted me forever.
ID-599 	fear	noEmo	RAINEY So, you're a leather now.
ID-600 	fear	noEmo	CHRIS I'm a leather?
ID-601 	fear	joy	Rainey nods, smiling.
ID-602 	fear	noEmo	CHRIS (CONT'D) (looking to Jan) What's a leather?
ID-603 	fear	mixedEmo	JAN You're a leather tramp.
ID-604 	fear	noEmo	That's what they call the ones that hoof it on foot.
ID-605 	fear	noEmo	So, we're technically rubber tramps.
ID-606 	fear	noEmo	29.
ID-607 	fear	noEmo	RAINEY (interjecting) As we have a vee-hi-cle.
ID-608 	fear	noEmo	Rainey makes a move to put his arm around Jan. She goes a little stiff and fends it off.
ID-609 	fear	noEmo	Chris notices.
ID-610 	fear	noEmo	JAN Alex could have a vehicle.
ID-611 	fear	mixedEmo	If he didn't burn his money.
ID-612 	fear	noEmo	Why would you want to do that?
ID-613 	fear	mixedEmo	CHRIS I don't need money.
ID-614 	fear	mixedEmo	It makes people cautious.
ID-615 	fear	mixedEmo	JAN (a little irritated) Well, you have to be a little cautious Alex.
ID-616 	fear	mixedEmo	That book of yours is all well and fine but you can't depend entirely on leaves and berries.
ID-617 	fear	mixedEmo	CHRIS I don't know if you'd want to depend on much more than that.
ID-618 	fear	noEmo	JAN Where's your mom and dad?
ID-619 	fear	mixedEmo	CHRIS Makin' their money somewhere.
ID-620 	fear	noEmo	JAN Come on Chris.
ID-621 	fear	noEmo	You look like a loved             * kid.
ID-622 	fear	noEmo	Be fair.
ID-623 	fear	noEmo	* CHRIS Fair?
ID-624 	fear	noEmo	JAN You know what I mean.
ID-625 	fear	mixedEmo	"""CHRIS I'll paraphrase Thoreau -- """"Rather than          * love, than money, than fairness, give me         * truth."""""""
ID-626 	fear	mixedEmo	*  RAINEY                              * You look like shit.
ID-627 	fear	trust	There's the truth.
ID-628 	fear	mixedEmo	*  They all laugh.
ID-629 	fear	noEmo	*  30.
ID-630 	fear	noEmo	CUT TO:     *   41   INT.
ID-631 	fear	noEmo	CHRIS' TENT, ORICK BEACH - LATER                       41  Chris sits up reading, his tent entry flap ajar to let the small candle lantern ventilate.
ID-632 	fear	noEmo	OS we HEAR a ZIPPING SOUND.
ID-633 	fear	noEmo	It's Rainey.
ID-634 	fear	anticipation	We see him from Chris' POV coming out of his tent deep in thought.
ID-635 	fear	mixedEmo	As he moves to the glowing embers of what remains of the campfire, Rainey's face goes out of frame and all Chris can see are his booted feet, tapping bits of glowing wood into the center of the fire.
ID-636 	fear	trust	The tapping is slow and thoughtful.
ID-637 	fear	noEmo	Micro-embers float upward into the night.
ID-638 	fear	noEmo	Chris' tent flap closes by his own hand.
ID-639 	fear	noEmo	ANGLE: Chris' dog-ears his book and puts out the lantern.
ID-640 	fear	noEmo	CUT TO:   42   EXT.
ID-641 	fear	joy	ORICK BEACH - DAY                                      42  We see Chris foraging for firewood in the bluffs above the beach.
ID-642 	fear	noEmo	He's got it tied to his back and his front.
ID-643 	fear	noEmo	If we didn't know better, we'd think he was camouflaging himself.
ID-644 	fear	noEmo	Chris' POV: The rocks beside the water's edge.
ID-645 	fear	noEmo	We see Rainey sitting beside the water, staring out to sea.
ID-646 	fear	joy	We follow Chris' gaze to Jan, some fifty yards down the beach, walking melancholically in the opposite direction of Rainey.
ID-647 	fear	noEmo	ANGLE: Rainey at the water's edge.
ID-648 	fear	noEmo	Chris appears beside him.
ID-649 	fear	noEmo	RAINEY (regarding Chris wrapped up in wood) Geez.
ID-650 	fear	anticipation	If I struck a match to you, I'd have warmth and dinner at the same time.
ID-651 	fear	noEmo	31.
ID-652 	fear	fear	But Rainey's humor does not hide an inner turmoil.
ID-653 	fear	noEmo	CHRIS Where's Jan going?
ID-654 	fear	mixedEmo	RAINEY Well, my friend, all is not well on the hippie front.
ID-735 	fear	noEmo	The Slabs?
ID-736 	fear	noEmo	RAINEY It's down in Niland, California.
ID-737 	fear	noEmo	You know where the Salton Sea is?
ID-738 	fear	noEmo	CHRIS Near San Diego, yeah?
ID-739 	fear	noEmo	RAINEY Well about 200 miles Northeast of there, but yeah.
ID-740 	fear	noEmo	Niland's off the east shore of Salton.
ID-741 	fear	noEmo	Wild place.
ID-742 	fear	mixedEmo	The navy bulldozed and abandoned a base there.
ID-743 	fear	noEmo	All that's left is a grid of concrete foundations.
