ID;Pred;details
ID-280;pos;{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.2584}
ID-281;neg;{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.5439}
ID-282;pos;{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.4588}
ID-283;neg;{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}
ID-284;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-285;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-286;neg;{'neg': 0.524, 'neu': 0.476, 'pos': 0.0, 'compound': -0.296}
ID-287;pos;{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.2755}
ID-288;ntr;{'neg': 0.122, 'neu': 0.878, 'pos': 0.0, 'compound': -0.1695}
ID-289;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-290;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-291;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-292;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-293;pos;{'neg': 0.0, 'neu': 0.556, 'pos': 0.444, 'compound': 0.6988}
ID-294;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-295;neg;{'neg': 0.405, 'neu': 0.595, 'pos': 0.0, 'compound': -0.6229}
ID-296;pos;{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}
ID-297;neg;{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}
ID-298;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-299;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-300;pos;{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.2732}
ID-301;neg;{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.2732}
ID-302;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-303;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-304;neg;{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}
ID-305;ntr;{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}
ID-306;neg;{'neg': 0.362, 'neu': 0.638, 'pos': 0.0, 'compound': -0.5267}
ID-307;neg;{'neg': 0.782, 'neu': 0.218, 'pos': 0.0, 'compound': -0.8016}
ID-308;ntr;{'neg': 0.259, 'neu': 0.741, 'pos': 0.0, 'compound': -0.1027}
ID-309;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-310;ntr;{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.0772}
ID-311;pos;{'neg': 0.0, 'neu': 0.572, 'pos': 0.428, 'compound': 0.4585}
ID-312;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-313;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-314;neg;{'neg': 0.355, 'neu': 0.645, 'pos': 0.0, 'compound': -0.296}
ID-315;ntr;{'neg': 0.286, 'neu': 0.714, 'pos': 0.0, 'compound': -0.25}
ID-316;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-317;neg;{'neg': 0.403, 'neu': 0.597, 'pos': 0.0, 'compound': -0.4023}
ID-318;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-319;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-320;neg;{'neg': 0.545, 'neu': 0.455, 'pos': 0.0, 'compound': -0.34}
ID-321;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-322;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-323;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-324;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-325;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-326;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-327;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-328;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-329;pos;{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.5106}
ID-330;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-331;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-332;pos;{'neg': 0.0, 'neu': 0.638, 'pos': 0.362, 'compound': 0.5267}
ID-333;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-334;neg;{'neg': 0.302, 'neu': 0.698, 'pos': 0.0, 'compound': -0.3818}
ID-335;pos;{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}
ID-336;pos;{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.5719}
ID-337;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-338;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-339;neg;{'neg': 0.31, 'neu': 0.69, 'pos': 0.0, 'compound': -0.4019}
ID-340;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-341;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-342;neg;{'neg': 0.361, 'neu': 0.639, 'pos': 0.0, 'compound': -0.5255}
ID-343;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-344;pos;{'neg': 0.0, 'neu': 0.562, 'pos': 0.438, 'compound': 0.4389}
ID-345;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-346;neg;{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4003}
ID-347;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-348;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-349;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-350;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-351;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-352;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-353;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-354;neg;{'neg': 0.737, 'neu': 0.263, 'pos': 0.0, 'compound': -0.4215}
ID-355;pos;{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.34}
ID-356;pos;{'neg': 0.0, 'neu': 0.618, 'pos': 0.382, 'compound': 0.4754}
ID-357;pos;{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.4791}
ID-358;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-359;pos;{'neg': 0.0, 'neu': 0.582, 'pos': 0.418, 'compound': 0.5129}
ID-360;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-361;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-362;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-363;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
ID-364;ntr;{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}
